source	target	MI
TCF20	BLZF1	0.1576
TCF20	DAGLB	0.1741
TCF20	FAF2	0.1822
TCF20	HMGB2	0.1720
TCF20	KBTBD4	0.1933
TCF20	NEMF	0.2116
TCF20	PLCB2	0.2045
TCF20	PTCD3	0.1570
TCF20	RENBP	0.1644
TCF20	SAMD9L	0.1527
TCF20	SDPR	0.1625
TCF20	SQLE	0.1818
TCF20	TLE3	0.1588
TCF20	TMEM91	0.2116
TCF20	TRMT10C	0.1682
TCF20	WDR3	0.1940
TCF20	ZNF480	0.1835
TFDP2	ABCA7	0.1739
TFDP2	BIRC3	0.1965
TFDP2	BOLA1	0.1926
TFDP2	CXXC5	0.1849
TFDP2	FCER1G	0.1531
TFDP2	GRN	0.1572
TFDP2	KLHL24	0.1584
TFDP2	NR4A2	0.1866
TFDP2	PRKAR2A	0.1915
TFDP2	PYHIN1	0.1605
TFDP2	RAP2C	0.1746
TFDP2	RPF1	0.1804
TFDP2	SLC35G1	0.1593
TFDP2	TBXAS1	0.1895
TFDP2	ZNF683	0.1884
THRA	EPB41	0.1674
THRA	FCHO1	0.1735
THRA	FLYWCH2	0.1921
THRA	HVCN1	0.1667
THRA	MTL5	0.1648
THRA	NUB1	0.1814
THRA	SPRYD7	0.1887
THRA	TLN1	0.1826
THRA	ZMYM3	0.1761
TP53	ACBD6	0.1839
TP53	ACSS2	0.1672
TP53	C16orf87	0.2054
TP53	DUSP1	0.1978
TP53	ESYT2	0.1867
TP53	GFPT1	0.1716
TP53	IPO9	0.1839
TP53	LARP4	0.1926
TP53	MACROD1	0.1667
TP53	MLH3	0.1890
TP53	MYSM1	0.1620
TP53	PACS1	0.1657
TP53	PPP1R16A	0.1877
TP53	PSEN1	0.1885
TP53	PTGER2	0.1694
TP53	PYHIN1	0.1733
TP53	QTRTD1	0.1800
TP53	RAB10	0.1718
TP53	S100B	0.1821
TP53	SLC11A1	0.1548
TP53	SSR3	0.1572
TP53	TANGO6	0.1758
TP53	ZNF567	0.1786
TRIM25	ARID5B	0.1596
TRIM25	BTBD2	0.1812
TRIM25	C2orf49	0.1880
TRIM25	DUSP2	0.1944
TRIM25	EAF2	0.1608
TRIM25	HELB	0.2021
TRIM25	HIST1H1D	0.1759
TRIM25	ID3	0.1791
TRIM25	MBD2	0.1862
TRIM25	MTG2	0.1677
TRIM25	MTL5	0.2265
TRIM25	MTO1	0.1713
TRIM25	NUP214	0.1857
TRIM25	RCHY1	0.1710
TRIM25	STMN1	0.1990
TRIM25	SYMPK	0.2243
TSC22D1	AHNAK	0.1971
TSC22D1	FAF2	0.1574
TSC22D1	FAM65A	0.1876
TSC22D1	FERMT3	0.1745
TSC22D1	HVCN1	0.1616
TSC22D1	MBIP	0.1921
TSC22D1	MS4A6A	0.1702
TSC22D1	MYSM1	0.1899
TSC22D1	RMDN1	0.2194
TSC22D1	S100A6	0.1523
TSC22D1	SH2D1B	0.1901
TSC22D1	TRPT1	0.1783
TSC22D1	WDR3	0.1600
YY1	CCR7	0.1838
YY1	FLYWCH2	0.2036
YY1	GSTP1	0.2063
YY1	HERC5	0.1795
YY1	LCORL	0.1781
YY1	MBD3	0.1990
YY1	MESDC2	0.1671
YY1	QKI	0.1642
YY1	SETD3	0.1896
YY1	SPINT2	0.1711
YY1	TRMT10C	0.1840
ZC3H12A	ARL4C	0.1777
ZC3H12A	BTBD2	0.1641
ZC3H12A	CD151	0.1817
ZC3H12A	DUSP1	0.1867
ZC3H12A	EPG5	0.1803
ZC3H12A	FAM199X	0.1548
ZC3H12A	IL11RA	0.1908
ZC3H12A	NFKBIA	0.1976
ZC3H12A	PPIF	0.1797
ZC3H12A	SEPHS1	0.1672
ZC3H12A	SPINT2	0.1806
ZC3H12A	TBC1D23	0.1465
ZC3H12A	TPCN1	0.1888
ZC3H12A	VAC14	0.1668
ZCCHC17	CHD8	0.1746
ZCCHC17	CTNNB1	0.1869
ZCCHC17	DAGLB	0.1691
ZCCHC17	DNAJC1	0.1836
ZCCHC17	DOHH	0.1816
ZCCHC17	FLNA	0.1786
ZCCHC17	IFI44L	0.1908
ZCCHC17	MED28	0.1780
ZCCHC17	PPP1R16A	0.1863
ZCCHC17	PPP1R16B	0.1822
ZCCHC17	RMDN1	0.1877
ZCCHC17	WSB1	0.1875
ZCCHC9	ALDOC	0.1650
ZCCHC9	BLZF1	0.1849
ZCCHC9	CAST	0.1884
ZCCHC9	COMMD3	0.1867
ZCCHC9	CTSF	0.1872
ZCCHC9	EEA1	0.1895
ZCCHC9	EGR1	0.1755
ZCCHC9	FAM65A	0.1739
ZCCHC9	FEM1B	0.1763
ZCCHC9	GEMIN2	0.1919
ZCCHC9	HERC5	0.1790
ZCCHC9	HGS	0.2179
ZCCHC9	KPNA5	0.1850
ZCCHC9	LYAR	0.1635
ZCCHC9	NCF1	0.1952
ZCCHC9	PML	0.1696
ZCCHC9	PSEN1	0.1913
ZCCHC9	RNASEK	0.1757
ZCCHC9	SERPINI1	0.1733
ZCCHC9	UBE2H	0.1897
ZCCHC9	VAC14	0.1778
ZCCHC9	VCL	0.1986
ZDHHC13	APLP2	0.1897
ZDHHC13	BLVRB	0.1891
ZDHHC13	C9orf37	0.1705
ZDHHC13	CD14	0.1769
ZDHHC13	CD81	0.1714
ZDHHC13	CEP85L	0.1771
ZDHHC13	CSNK1G2	0.1924
ZDHHC13	EPG5	0.1646
ZDHHC13	FBXL12	0.2006
ZDHHC13	GADD45A	0.1923
ZDHHC13	GRHPR	0.1741
ZDHHC13	HAGHL	0.1783
ZDHHC13	METTL25	0.2054
ZDHHC13	MLH3	0.2124
ZDHHC13	NGFRAP1	0.1760
ZDHHC13	PGM1	0.1874
ZDHHC13	PPP1R16B	0.1499
ZDHHC13	PTDSS2	0.1778
ZDHHC13	PTMS	0.2245
ZDHHC13	S100A8	0.1748
ZDHHC13	SLC12A9	0.1904
ZDHHC13	TUBA4A	0.1668
ZHX1	AIF1	0.1684
ZHX1	AKAP8	0.1640
ZHX1	CCDC152	0.1693
ZHX1	CD79B	0.1758
ZHX1	DVL2	0.1767
ZHX1	EGR1	0.1785
ZHX1	HMGB2	0.1934
ZHX1	HSH2D	0.1921
ZHX1	INADL	0.1954
ZHX1	MLLT6	0.1788
ZHX1	PILRA	0.1760
ZHX1	PLGRKT	0.1487
ZHX1	PRKCI	0.1681
ZHX1	PRRC2A	0.1786
ZHX1	RBM28	0.1660
ZHX1	SMCO4	0.1761
ZHX1	SRPK2	0.1625
ZHX1	TCEB3	0.1676
ZHX1	TUBA4A	0.1608
ZHX1	WDR70	0.1908
ZMIZ2	ALDOC	0.1958
ZMIZ2	ALOX5AP	0.1898
ZMIZ2	AOAH	0.1919
ZMIZ2	C3orf18	0.1686
ZMIZ2	DAGLB	0.1935
ZMIZ2	FCGRT	0.1991
ZMIZ2	IMPA2	0.1825
ZMIZ2	KBTBD4	0.1853
ZMIZ2	LEPREL4	0.1814
ZMIZ2	MECP2	0.2010
ZMIZ2	MS4A1	0.1793
ZMIZ2	MYBL1	0.1649
ZMIZ2	PRR3	0.1983
ZMIZ2	PSMD10	0.1837
ZMIZ2	PTGER2	0.1852
ZMIZ2	RANBP9	0.1974
ZMIZ2	RIOK2	0.1633
ZMIZ2	SPAG16	0.1690
ZMYM3	AHNAK	0.1860
ZMYM3	C10orf118	0.1693
ZMYM3	DGCR6	0.1765
ZMYM3	MARCH5	0.2001
ZMYM3	RRP1	0.1820
ZMYM3	SAT1	0.1864
ZMYM3	THRA	0.1761
ZMYM3	UGGT1	0.1973
ZMYM3	WDR3	0.1746
ZMYM3	ZNF277	0.1539
ZMYM3	ZNF672	0.1790
ZNF226	ABCB7	0.1829
ZNF226	AGL	0.1698
ZNF226	C1orf35	0.1707
ZNF226	CDKN2C	0.1734
ZNF226	CFP	0.1653
ZNF226	CTNNB1	0.1836
ZNF226	H2AFJ	0.1801
ZNF226	IER2	0.1867
ZNF226	MTO1	0.1906
ZNF226	PPFIBP2	0.1908
ZNF226	PTRH1	0.1839
ZNF226	S100A8	0.1725
ZNF226	TIMP1	0.1734
ZNF230	C1QA	0.2001
ZNF230	FHL3	0.2041
ZNF230	GPRIN3	0.1744
ZNF230	GSTO1	0.1705
ZNF230	HIST1H1C	0.1630
ZNF230	IQGAP1	0.1845
ZNF230	SLC27A5	0.1774
ZNF230	STAG2	0.2110
ZNF230	TCF12	0.1750
ZNF230	WDR92	0.1678
ZNF230	XCL2	0.1773
ZNF230	ZNF550	0.1868
ZNF277	ACOT13	0.1454
ZNF277	AGPAT1	0.1953
ZNF277	CCDC28B	0.1713
ZNF277	CCDC59	0.1910
ZNF277	FLNA	0.1738
ZNF277	GIMAP7	0.1788
ZNF277	GLT8D1	0.1940
ZNF277	ID1	0.1826
ZNF277	ITM2C	0.1675
ZNF277	KPNA4	0.1775
ZNF277	MAN1A2	0.2059
ZNF277	PHF21A	0.1804
ZNF277	RASSF1	0.1810
ZNF277	RSU1	0.2005
ZNF277	SLK	0.1772
ZNF277	WARS	0.1787
ZNF277	ZMYM3	0.1539
ZNF292	ACSS2	0.2022
ZNF292	CEBPG	0.1682
ZNF292	CEP85L	0.1826
ZNF292	COTL1	0.1960
ZNF292	FCER1A	0.1762
ZNF292	HOTAIRM1	0.1930
ZNF292	IFT43	0.1688
ZNF292	INTS1	0.1753
ZNF292	LIMS2	0.1700
ZNF292	LYAR	0.1753
ZNF292	PEX11B	0.2022
ZNF292	RSF1	0.1852
ZNF292	SLC29A3	0.1961
ZNF292	TESC	0.2046
ZNF292	ZNF567	0.1902
ZNF292	ZSCAN2	0.1626
ZNF317	AHNAK	0.1976
ZNF317	AP5B1	0.2141
ZNF317	BPNT1	0.1749
ZNF317	EHBP1L1	0.1495
ZNF317	FCRL3	0.1671
ZNF317	GGA1	0.1934
ZNF317	IFT43	0.1947
ZNF317	KIAA0922	0.1602
ZNF317	KIAA1430	0.2057
ZNF317	MAFG	0.1770
ZNF317	PAPOLG	0.1592
ZNF317	PARP4	0.1714
ZNF317	PEX11B	0.1821
ZNF317	SETX	0.1693
ZNF317	TLK1	0.1984
ZNF33B	C12orf75	0.1986
ZNF33B	CEP57	0.1588
ZNF33B	DGCR8	0.1947
ZNF33B	ELF4	0.1741
ZNF33B	ELMO2	0.1550
ZNF33B	GALM	0.1864
ZNF33B	KLRB1	0.1577
ZNF33B	MAN1A2	0.2031
ZNF33B	NAGA	0.1724
ZNF33B	PML	0.1607
ZNF33B	POP4	0.1939
ZNF33B	PYHIN1	0.1444
ZNF33B	ZNF681	0.1950
ZNF350	ABHD11	0.1712
ZNF350	CD79B	0.1651
ZNF350	CDC27	0.1558
ZNF350	GPX1	0.1984
ZNF350	GSTP1	0.1909
ZNF350	IGFBP7	0.1950
ZNF350	IRAK1	0.1653
ZNF350	KIAA1430	0.1591
ZNF350	SFXN3	0.1761
ZNF37A	ANKIB1	0.1656
ZNF37A	AP5S1	0.1831
ZNF37A	ATAD3A	0.1838
ZNF37A	BCL2L1	0.1853
ZNF37A	C10orf118	0.1917
ZNF37A	C16orf87	0.1835
ZNF37A	CRAT	0.2092
ZNF37A	CYHR1	0.1658
ZNF37A	DDX6	0.1616
ZNF37A	DIAPH1	0.1723
ZNF37A	GSK3B	0.1810
ZNF37A	GSTO1	0.1819
ZNF37A	GZMK	0.1622
ZNF37A	KIAA0040	0.1627
ZNF37A	KIF2A	0.1773
ZNF37A	MBNL3	0.1701
ZNF37A	NCR3	0.1852
ZNF37A	PPIF	0.2032
ZNF37A	SWSAP1	0.1639
ZNF37A	ZNF683	0.1867
ZNF384	ARL13B	0.1642
ZNF384	CCAR2	0.1823
ZNF384	FHOD1	0.1901
ZNF384	IFI16	0.1736
ZNF384	NPAT	0.1977
ZNF384	PEX11B	0.1861
ZNF384	PPP1R16B	0.1750
ZNF384	S100B	0.1859
ZNF384	STX10	0.1645
ZNF384	TSGA10	0.1700
ZNF480	C6orf211	0.1791
ZNF480	CD63	0.1749
ZNF480	DGCR6	0.1777
ZNF480	HEMGN	0.1768
ZNF480	ID1	0.1947
ZNF480	MOV10	0.1820
ZNF480	PSEN1	0.1662
ZNF480	SP3	0.1792
ZNF480	TCF20	0.1835
ZNF480	YWHAH	0.2035
ZNF480	ZZEF1	0.1627
ZNF550	AKAP10	0.1780
ZNF550	ALDH9A1	0.1937
ZNF550	ARID5B	0.1698
ZNF550	CARS	0.1709
ZNF550	CDC27	0.2034
ZNF550	CFP	0.1941
ZNF550	CHST2	0.1868
ZNF550	COL6A2	0.1930
ZNF550	DCAF5	0.1847
ZNF550	FCER1G	0.1958
ZNF550	HIST1H2AC	0.1706
ZNF550	IFI44L	0.1837
ZNF550	IL11RA	0.1943
ZNF550	JRKL	0.1774
ZNF550	LDHB	0.1685
ZNF550	MED28	0.1788
ZNF550	MYSM1	0.1925
ZNF550	NR4A1	0.1687
ZNF550	SDPR	0.2043
ZNF550	SETD3	0.1657
ZNF550	SPAG9	0.1763
ZNF550	SPON2	0.1899
ZNF550	THAP2	0.1797
ZNF550	TNFSF10	0.1650
ZNF550	ZNF230	0.1868
ZNF567	BROX	0.1994
ZNF567	IFITM3	0.1755
ZNF567	LDLRAD4	0.1740
ZNF567	LIMS1	0.1711
ZNF567	MED19	0.1947
ZNF567	MSL3	0.1994
ZNF567	S100A8	0.1922
ZNF567	SLA	0.1847
ZNF567	TP53	0.1786
ZNF567	ZNF292	0.1902
ZNF569	CD300A	0.1758
ZNF569	COTL1	0.1679
ZNF569	CTSS	0.1539
ZNF569	EFCAB14	0.2293
ZNF569	HERC5	0.1631
ZNF569	INO80C	0.1733
ZNF569	KPNA4	0.1769
ZNF569	LARP4	0.1846
ZNF569	MAST3	0.1559
ZNF569	MS4A1	0.1653
ZNF569	MTO1	0.1786
ZNF569	NRAS	0.2042
ZNF569	NSUN4	0.1922
ZNF569	PPP6R2	0.1833
ZNF569	PRR3	0.1979
ZNF569	PRRT3	0.1553
ZNF569	SBNO1	0.1872
ZNF569	STARD3	0.1717
ZNF569	TRNT1	0.1652
ZNF593	ATAD3A	0.1988
ZNF593	BROX	0.1778
ZNF593	C17orf75	0.1812
ZNF593	CD8A	0.1810
ZNF593	CRAT	0.2021
ZNF593	CRIP2	0.1771
ZNF593	DCAF10	0.1627
ZNF593	DNAJC21	0.1853
ZNF593	FOS	0.2001
ZNF593	HIST1H2AC	0.1874
ZNF593	IQGAP2	0.1740
ZNF593	MPP1	0.1673
ZNF593	MS4A6A	0.1902
ZNF593	MSMO1	0.1748
ZNF593	NKAP	0.1808
ZNF593	PGPEP1	0.1996
ZNF593	RRBP1	0.1672
ZNF593	RRP1	0.1842
ZNF593	SPON2	0.1790
ZNF593	STMN1	0.1940
ZNF593	SYNE2	0.2058
ZNF593	TTC38	0.2053
ZNF593	UGGT1	0.1864
ZNF599	C2orf76	0.2124
ZNF599	CCDC146	0.1633
ZNF599	CD3D	0.1683
ZNF599	CRIP2	0.1549
ZNF599	DNAJC1	0.1929
ZNF599	DNTTIP2	0.1859
ZNF599	GNGT2	0.1825
ZNF599	KIAA0040	0.1807
ZNF599	MS4A1	0.1950
ZNF599	NADSYN1	0.1618
ZNF599	NGFRAP1	0.1601
ZNF599	PPAPDC1B	0.1598
ZNF599	PRKCI	0.1632
ZNF599	RANBP6	0.1985
ZNF599	RMDN1	0.1807
ZNF599	TUG1	0.1648
ZNF599	WNT10A	0.1804
ZNF672	APAF1	0.1959
ZNF672	ATRIP	0.1658
ZNF672	DGCR8	0.1922
ZNF672	DOHH	0.1761
ZNF672	ECD	0.1835
ZNF672	FCGRT	0.2072
ZNF672	FCHO1	0.1898
ZNF672	HAUS2	0.1855
ZNF672	MACROD1	0.1605
ZNF672	MLH3	0.1870
ZNF672	NUDT1	0.1687
ZNF672	PIK3C3	0.1722
ZNF672	RELL2	0.1871
ZNF672	ROCK1	0.1870
ZNF672	SH2D1B	0.1683
ZNF672	TMEM208	0.1983
ZNF672	TMEM55A	0.1613
ZNF672	ZMYM3	0.1790
ZNF681	ABCB7	0.1908
ZNF681	AIF1	0.1808
ZNF681	BPNT1	0.1783
ZNF681	CHD1L	0.2041
ZNF681	DUSP28	0.1971
ZNF681	ESF1	0.1699
ZNF681	FBXO2	0.1732
ZNF681	GIGYF2	0.1866
ZNF681	GOLGA5	0.1773
ZNF681	GRN	0.1769
ZNF681	KHNYN	0.2033
ZNF681	LRCH3	0.2013
ZNF681	MBD2	0.1731
ZNF681	NBAS	0.1773
ZNF681	NEIL1	0.1936
ZNF681	RETN	0.1846
ZNF681	RNF219	0.1613
ZNF681	SAMD9L	0.1665
ZNF681	TYROBP	0.1911
ZNF681	ZNF33B	0.1950
ZNF683	CHST2	0.1865
ZNF683	ECE2	0.1949
ZNF683	GTF2I	0.1808
ZNF683	MAPK1	0.1851
ZNF683	MORF4L2	0.1494
ZNF683	PLAUR	0.1592
ZNF683	RDH14	0.1932
ZNF683	TFDP2	0.1884
ZNF683	TKTL1	0.1811
ZNF683	TLE3	0.1958
ZNF683	ZNF37A	0.1867
ZNF691	CLIC3	0.1615
ZNF691	EGR1	0.1913
ZNF691	ERCC4	0.1744
ZNF691	FAM229B	0.2077
ZNF691	MAFG	0.1729
ZNF691	MRPS31	0.2041
ZNF691	P2RX5	0.1772
ZNF691	PLAC8	0.1938
ZNF691	PTMS	0.1619
ZNF691	RCHY1	0.1892
ZNF691	RIOK2	0.1533
ZNF691	S100A9	0.1649
ZNF691	SFSWAP	0.1826
ZNF691	VPS33B	0.1717
ZNF691	ZMPSTE24	0.1941
ZNF708	AAMDC	0.1793
ZNF708	ANKRD49	0.1958
ZNF708	ARHGEF9	0.1813
ZNF708	IRF7	0.2045
ZNF708	KRIT1	0.1956
ZNF708	KRT1	0.1637
ZNF708	MFSD10	0.1711
ZNF708	RHOB	0.1787
ZNF708	RRAGC	0.1604
ZNF708	SLC12A9	0.1852
ZNF708	SYNGR1	0.1759
ZNF92	AKAP10	0.1736
ZNF92	AP001055.6	0.1865
ZNF92	CD300A	0.2074
ZNF92	KPNA5	0.1675
ZNF92	LYZ	0.1907
ZNF92	MAX	0.1676
ZNF92	MIIP	0.1723
ZNF92	PCSK5	0.1597
ZNF92	PEPD	0.1690
ZNF92	PLIN2	0.1644
ZNF92	SLC29A3	0.1991
ZNF92	SLC31A2	0.1706
ZNF92	STOML1	0.1966
ZNF92	TTC32	0.1984
ZNHIT6	ARL4C	0.1801
ZNHIT6	ASB1	0.1767
ZNHIT6	ATAD3A	0.1746
ZNHIT6	FCER1A	0.1666
ZNHIT6	GNL3L	0.1999
ZNHIT6	HENMT1	0.2056
ZNHIT6	KIAA0430	0.1805
ZNHIT6	MMD	0.1705
ZNHIT6	MORF4L2	0.1927
ZNHIT6	PTDSS2	0.1853
ZNHIT6	RPA1	0.1918
ZNHIT6	USP9X	0.1953
ZRANB1	AKNA	0.1695
ZRANB1	BTAF1	0.1856
ZRANB1	CARS2	0.1778
ZRANB1	CCR7	0.1971
ZRANB1	CDCA7L	0.1741
ZRANB1	FLYWCH1	0.2004
ZRANB1	HIST1H2AC	0.1767
ZRANB1	INO80C	0.2020
ZRANB1	PML	0.1618
ZRANB1	TSGA10	0.1578
ZSCAN2	AK3	0.2026
ZSCAN2	C12orf75	0.1804
ZSCAN2	C1QA	0.1521
ZSCAN2	C2orf76	0.1754
ZSCAN2	CCDC59	0.1691
ZSCAN2	CTSA	0.1771
ZSCAN2	DHX36	0.1449
ZSCAN2	GABARAPL1	0.1614
ZSCAN2	GRN	0.1674
ZSCAN2	HTT	0.1688
ZSCAN2	MARCH2	0.1668
ZSCAN2	MSL1	0.1729
ZSCAN2	MTL5	0.2123
ZSCAN2	MYSM1	0.1804
ZSCAN2	PARP4	0.1678
ZSCAN2	RENBP	0.1802
ZSCAN2	SMIM12	0.1696
ZSCAN2	SSSCA1	0.2087
ZSCAN2	ST3GAL3	0.1635
ZSCAN2	SWSAP1	0.1853
ZSCAN2	YTHDC1	0.1962
ZSCAN2	ZNF292	0.1626
ZSCAN21	ARL13B	0.2095
ZSCAN21	DHX36	0.1717
ZSCAN21	DIP2B	0.1918
ZSCAN21	DNAJB11	0.1624
ZSCAN21	DNAJC10	0.2010
ZSCAN21	DYNLT1	0.1806
ZSCAN21	FAM134C	0.1888
ZSCAN21	GIMAP7	0.1665
ZSCAN21	GRN	0.1772
ZSCAN21	GTF2I	0.1661
ZSCAN21	HMBS	0.1736
ZSCAN21	LAIR1	0.1714
ZSCAN21	LGALS1	0.1731
ZSCAN21	MAX	0.1695
ZSCAN21	MBIP	0.1738
ZSCAN21	MLXIP	0.1902
ZSCAN21	PDRG1	0.1787
ZSCAN21	QKI	0.1679
ZSCAN21	SLC39A8	0.1809
ZZEF1	AP5S1	0.1915
ZZEF1	ARNT	0.2100
ZZEF1	CLIC3	0.2004
ZZEF1	HIST1H2BK	0.1801
ZZEF1	IFI27L1	0.1753
ZZEF1	KIF3A	0.1766
ZZEF1	NCR3	0.1892
ZZEF1	PAPOLG	0.1829
ZZEF1	PPAPDC1B	0.1742
ZZEF1	PTPN18	0.1893
ZZEF1	RAB37	0.1801
ZZEF1	SMKR1	0.1646
ZZEF1	YWHAH	0.1739
ZZEF1	ZNF480	0.1627
