source	target	MI
NR4A2	PML	0.2803
NR4A2	POP7	0.2454
NR4A2	RRAS2	0.2215
NR4A2	TMEM205	0.2306
NR4A2	ZNF181	0.2188
NRL	AAED1	0.2504
NRL	C22orf39	0.2461
NRL	CAMTA1	0.2581
NRL	CCR10	0.2511
NRL	CHD1L	0.2400
NRL	FERMT3	0.2525
NRL	KBTBD2	0.2416
NRL	KBTBD4	0.2146
NRL	KLRC2	0.2320
NRL	LAIR1	0.2468
NRL	MBD3	0.2363
NRL	PHF5A	0.2459
NRL	SPIB	0.2727
NRL	TLN1	0.2466
NRL	TSPO	0.2426
NRL	ZNF37A	0.2816
PHF5A	ABHD15	0.2235
PHF5A	CLPTM1L	0.2366
PHF5A	DNAJC21	0.2337
PHF5A	FAM26F	0.2362
PHF5A	GIGYF2	0.2587
PHF5A	GRIPAP1	0.2517
PHF5A	GZMK	0.2549
PHF5A	ID2	0.2706
PHF5A	IFNG	0.2349
PHF5A	MFSD1	0.2364
PHF5A	MYL6	0.2517
PHF5A	NCALD	0.2628
PHF5A	NRL	0.2459
PHF5A	ODC1	0.2396
PHF5A	PATL1	0.2699
PHF5A	PDRG1	0.2547
PHF5A	PPBP	0.2345
PHF5A	PRF1	0.2654
PHF5A	PTGDR	0.2193
PHF5A	RGS2	0.2804
PHF5A	S100A11	0.2359
PHF5A	SNAPC1	0.2268
PHF5A	TSPO	0.2469
PHF5A	YPEL2	0.2444
PHF5A	ZDHHC18	0.2558
PHTF1	ACBD6	0.2471
PHTF1	APLP2	0.2234
PHTF1	CD40	0.2331
PHTF1	CD81	0.2645
PHTF1	CMIP	0.2474
PHTF1	DAGLB	0.2453
PHTF1	DUSP28	0.2584
PHTF1	EFCAB14	0.2281
PHTF1	GBP1	0.2169
PHTF1	GSTO1	0.2618
PHTF1	HIST1H2AC	0.2258
PHTF1	ID3	0.2840
PHTF1	KDM1A	0.2302
PHTF1	MESDC2	0.2527
PHTF1	MTR	0.2410
PHTF1	NCALD	0.2771
PHTF1	PARVB	0.2187
PHTF1	SMKR1	0.2529
PHTF1	TBC1D15	0.2529
PHTF1	USP22	0.2556
PHTF1	WDR70	0.2170
PHTF1	ZFYVE28	0.2475
PML	BDP1	0.2416
PML	BOD1	0.2577
PML	C10orf118	0.2638
PML	CARS	0.2419
PML	GAB3	0.2203
PML	ITPR3	0.2407
PML	KLRB1	0.2447
PML	METTL25	0.2208
PML	METTL3	0.2308
PML	MTO1	0.2404
PML	NR4A2	0.2803
PML	PILRB	0.2394
PML	PPP1R14B	0.2073
PML	R3HDM2	0.2621
PML	RSF1	0.2424
PML	TPM4	0.2183
PML	TRNT1	0.2578
PML	URI1	0.2467
PML	ZCCHC9	0.2493
PRDM4	CD300A	0.2427
PRDM4	CDKN2D	0.2355
PRDM4	CITED2	0.2412
PRDM4	CTDP1	0.2215
PRDM4	CTSS	0.2857
PRDM4	EOMES	0.2170
PRDM4	GNPTAB	0.2297
PRDM4	GRPEL2	0.2229
PRDM4	KIR3DL2	0.2376
PRDM4	LRRC42	0.2324
PRDM4	MKNK1	0.2629
PRDM4	MTPN	0.2720
PRDM4	NUDT1	0.2287
PRDM4	QSOX1	0.1981
PRDM4	RELL2	0.2498
PRDM4	S100A6	0.2376
PRDM4	SLC4A10	0.2479
PRDM4	SPATS2L	0.2362
PRDM4	SPON2	0.2550
PRDM4	TAZ	0.2675
PRDM4	TIGIT	0.2495
PRDM4	YPEL2	0.2280
PRDM4	ZC3H12A	0.2060
RCHY1	AGTRAP	0.2414
RCHY1	ALDH9A1	0.2673
RCHY1	AOAH	0.2426
RCHY1	CD247	0.2289
RCHY1	CEP135	0.2284
RCHY1	CLPTM1L	0.2358
RCHY1	DYNLT1	0.2475
RCHY1	ERO1LB	0.2453
RCHY1	IFITM3	0.2675
RCHY1	LRRC42	0.2358
RCHY1	NBAS	0.2262
RCHY1	NSUN4	0.2633
RCHY1	PACS1	0.2518
RCHY1	PPP2R5D	0.2170
RCHY1	RDH14	0.2885
RCHY1	SERPINA1	0.2385
RCHY1	SRPK2	0.2287
RCHY1	STXBP2	0.2283
RCHY1	TNK2	0.2376
RCHY1	ZNF550	0.2395
SP3	ARL4C	0.2168
SP3	CAST	0.2784
SP3	CTSA	0.2378
SP3	DUSP28	0.2400
SP3	FAM43A	0.2371
SP3	GOLGA5	0.2527
SP3	HMGN5	0.2681
SP3	LEPREL4	0.2825
SP3	NPC2	0.2346
SP3	PACS1	0.2398
SP3	PPBP	0.2606
SP3	PPP1R14B	0.2346
SP3	R3HDM2	0.2525
SP3	SLAMF7	0.2567
SP3	SRRD	0.2705
SP3	UBE2F	0.2662
SP3	XCL1	0.2120
SPI1	BIRC3	0.2525
SPI1	CD81	0.2304
SPI1	CHD6	0.2265
SPI1	CLIC3	0.2300
SPI1	CLSTN3	0.2715
SPI1	EEA1	0.2311
SPI1	FAM178A	0.2452
SPI1	HMGN5	0.2376
SPI1	KBTBD4	0.2390
SPI1	KIAA0922	0.2592
SPI1	KIF2A	0.2301
SPI1	LEPRE1	0.2223
SPI1	MBNL3	0.2376
SPI1	MYSM1	0.2288
SPI1	SPATA5L1	0.2665
SPI1	ST20	0.2436
SPI1	TBC1D7	0.2601
SPI1	TIMM23	0.2638
SPI1	TRIM38	0.2330
SPI1	VAV3	0.2626
SPIB	ALDH9A1	0.2323
SPIB	ARL13B	0.2428
SPIB	CHD6	0.2305
SPIB	CTSW	0.2381
SPIB	FHL3	0.2490
SPIB	IER2	0.2206
SPIB	MFSD12	0.2997
SPIB	NDRG1	0.2528
SPIB	NEIL1	0.2268
SPIB	NFKBIA	0.2231
SPIB	NRL	0.2727
SPIB	PEMT	0.2382
SPIB	PF4	0.2370
SPIB	PRKCI	0.3040
SPIB	PTPN18	0.2358
SPIB	RRAGC	0.2432
SPIB	SPATA5L1	0.2601
SPIB	ST20	0.2396
STAT3	ABHD14A	0.2646
STAT3	AGTRAP	0.2270
STAT3	ALDH9A1	0.2394
STAT3	ATAD1	0.2306
STAT3	CCDC59	0.2537
STAT3	CLPTM1L	0.2458
STAT3	DVL2	0.2359
STAT3	EPB41	0.2352
STAT3	FAM118B	0.2483
STAT3	FOS	0.2486
STAT3	GPRIN3	0.2563
STAT3	GSK3B	0.2211
STAT3	IL4R	0.2648
STAT3	LINC00909	0.2468
STAT3	MFSD1	0.2322
STAT3	MPP1	0.2233
STAT3	MS4A1	0.2133
STAT3	PLA2G16	0.2274
STAT3	PLGRKT	0.2224
STAT3	S100A11	0.2503
STAT3	SH3BP5	0.2552
STAT3	SPATS2	0.2278
STAT3	STX3	0.2380
STAT3	TRAF4	0.2612
STAT3	UBE2H	0.2336
STAT3	UNC93B1	0.2418
STAT3	USP28	0.2301
STAT3	VILL	0.2265
STAT3	WDR81	0.2237
TCF12	ARL4C	0.2285
TCF12	BOD1L1	0.2452
TCF12	CCDC28B	0.2414
TCF12	CLEC2B	0.2560
TCF12	CMIP	0.2481
TCF12	DIAPH1	0.2320
TCF12	DVL2	0.2430
TCF12	GLT8D1	0.2797
TCF12	GSTO1	0.2571
TCF12	HAGHL	0.2367
TCF12	MXD4	0.2287
TCF12	MYSM1	0.2692
TCF12	NEIL1	0.2328
TCF12	PPM1D	0.2363
TCF12	PPP1R14B	0.2983
TCF12	PRPF4	0.2667
TCF12	RPA1	0.2689
TCF12	RSF1	0.2192
TCF12	S100B	0.2668
TCF12	TATDN2	0.2189
TCF12	ZDHHC18	0.2384
TCF12	ZNF37A	0.2348
TFDP2	BICD1	0.2693
TFDP2	C1orf21	0.2414
TFDP2	CACNA2D4	0.2294
TFDP2	CD79B	0.2226
TFDP2	CD8A	0.2119
TFDP2	CLSTN3	0.2171
TFDP2	CYHR1	0.2564
TFDP2	DIAPH1	0.2265
TFDP2	GSTT1	0.2299
TFDP2	GZMK	0.2356
TFDP2	IFITM3	0.2313
TFDP2	IPO5	0.2210
TFDP2	MAPKAPK2	0.2265
TFDP2	MTO1	0.2607
TFDP2	RENBP	0.2269
TFDP2	SFXN3	0.2487
TFDP2	SMC6	0.2116
TFDP2	TESC	0.2402
TFDP2	TNFSF13B	0.2466
TFDP2	WDR3	0.2395
THRA	BICD1	0.2411
THRA	C4orf48	0.2207
THRA	COTL1	0.2320
THRA	DUSP28	0.2754
THRA	IQGAP2	0.2414
THRA	MBIP	0.2428
THRA	MED28	0.2045
THRA	NADSYN1	0.2222
THRA	NEAT1	0.2683
THRA	NSUN4	0.2429
THRA	PTPN18	0.2534
THRA	SLC37A1	0.2119
THRA	ST20	0.2359
THRA	STAG2	0.2476
THRA	TBC1D7	0.2373
THRA	TMEM127	0.2282
THRA	TMEM156	0.2655
THRA	TRRAP	0.2182
THRA	TSC22D1	0.2675
TRIM25	ANKIB1	0.2348
TRIM25	ARNTL	0.2301
TRIM25	ATRIP	0.2152
TRIM25	BROX	0.2553
TRIM25	CXorf38	0.2672
TRIM25	GSTO1	0.2212
TRIM25	HERC5	0.2506
TRIM25	KIF2A	0.2190
TRIM25	KRIT1	0.2255
TRIM25	MZB1	0.2259
TRIM25	NEMF	0.2541
TRIM25	PANK2	0.2673
TRIM25	RIOK2	0.2558
TRIM25	RRAGC	0.2489
TRIM25	S1PR5	0.2781
TRIM25	SNAPC1	0.2357
TRIM25	SPINT2	0.2467
TRIM25	TMEM156	0.2479
TRIM25	TPM4	0.2461
TRIM25	WSB1	0.2690
TRIM25	ZNF143	0.2423
TSC22D1	ADRB2	0.2221
TSC22D1	AGPAT1	0.2676
TSC22D1	ALDOC	0.2395
TSC22D1	ANKRD49	0.2441
TSC22D1	BYSL	0.2520
TSC22D1	CAST	0.2225
TSC22D1	CXCR3	0.2293
TSC22D1	DOHH	0.2230
TSC22D1	GTF3C6	0.2500
TSC22D1	GZMA	0.2805
TSC22D1	IER3	0.2023
TSC22D1	KRIT1	0.2613
TSC22D1	MESDC2	0.2386
TSC22D1	PLGRKT	0.2542
TSC22D1	PTGER2	0.2419
TSC22D1	PTPN18	0.2625
TSC22D1	RPH3AL	0.2276
TSC22D1	STAG2	0.2187
TSC22D1	THRA	0.2675
TSC22D1	TLN1	0.2558
TSC22D1	TUBB1	0.2556
TSC22D1	ZMYM3	0.2336
TSHZ1	ARHGEF9	0.2279
TSHZ1	COMMD3	0.2289
TSHZ1	FUZ	0.2234
TSHZ1	GIGYF2	0.2102
TSHZ1	HIST1H2BK	0.2255
TSHZ1	ISG15	0.2658
TSHZ1	KIAA1715	0.2636
TSHZ1	MACROD1	0.2458
TSHZ1	MS4A1	0.2386
TSHZ1	QSOX1	0.2664
TSHZ1	R3HDM2	0.2439
TSHZ1	SLC12A9	0.2759
TSHZ1	SMIM12	0.2055
TSHZ1	SYTL2	0.2621
TSHZ1	WASF2	0.2599
YY1	AKAP10	0.2460
YY1	C1orf21	0.2192
YY1	CLU	0.2229
YY1	CXXC5	0.2172
YY1	FBXL12	0.2687
YY1	IER3	0.2440
YY1	KIAA0922	0.2417
YY1	LINC00936	0.2544
YY1	MED31	0.2266
YY1	PRKRIP1	0.2420
YY1	RDH14	0.2403
YY1	SMCO4	0.2395
YY1	STAG2	0.2617
YY1	TMEM127	0.2243
YY1	TMEM156	0.2707
ZBTB16	ATF6	0.2474
ZBTB16	C9orf114	0.2199
ZBTB16	CLU	0.2254
ZBTB16	DYRK1B	0.2393
ZBTB16	ELMOD3	0.2248
ZBTB16	GZMA	0.2637
ZBTB16	IL2RB	0.2394
ZBTB16	MAFG	0.2634
ZBTB16	MIDN	0.2609
ZBTB16	MS4A7	0.2341
ZBTB16	NCLN	0.2406
ZBTB16	PPP3CA	0.2669
ZBTB16	PYROXD2	0.2094
ZBTB16	RAB10	0.2540
ZBTB16	SEC22A	0.2492
ZBTB16	SLC6A6	0.2682
ZBTB16	SPATS2	0.2202
ZBTB16	ZNF226	0.2407
ZBTB16	ZNF37A	0.2380
ZBTB44	BOD1L1	0.2516
ZBTB44	C10orf118	0.2528
ZBTB44	CEBPD	0.2764
ZBTB44	CSNK1G2	0.2529
ZBTB44	IER5	0.2400
ZBTB44	METTL3	0.2417
ZBTB44	NFKBIA	0.2532
ZBTB44	PARVB	0.2402
ZBTB44	PEX11B	0.2528
ZBTB44	PGRMC1	0.2221
ZBTB44	PRRC2A	0.2585
ZBTB44	RCOR3	0.2479
ZBTB44	SNX2	0.2436
ZBTB44	TLE3	0.2569
ZBTB44	TRNT1	0.2488
ZBTB44	ZDHHC5	0.2159
ZC3H12A	ARMC5	0.2619
ZC3H12A	DHX36	0.2170
ZC3H12A	EFCAB14	0.2446
ZC3H12A	HIST1H1E	0.2130
ZC3H12A	KLRC2	0.2848
ZC3H12A	LGALS3	0.2388
ZC3H12A	NDRG1	0.2427
ZC3H12A	PRDM4	0.2060
ZC3H12A	QSOX1	0.2569
ZC3H12A	RAB3IP	0.2653
ZC3H12A	RGS2	0.2457
ZC3H12A	SLU7	0.2146
ZC3H12A	ST20	0.2199
ZC3H12A	SYMPK	0.2365
ZC3H12A	TMEM55A	0.2415
ZCCHC17	ALDH9A1	0.2400
ZCCHC17	ANKRD32	0.2465
ZCCHC17	C19orf25	0.2118
ZCCHC17	C1orf27	0.2216
ZCCHC17	C5orf56	0.2690
ZCCHC17	DYRK1B	0.2143
ZCCHC17	FXR2	0.2326
ZCCHC17	GPX1	0.2216
ZCCHC17	IER2	0.2437
ZCCHC17	MKRN1	0.2430
ZCCHC17	MLLT6	0.2454
ZCCHC17	MTMR9	0.2441
ZCCHC17	NEIL1	0.2369
ZCCHC17	OPA3	0.2498
ZCCHC17	PGPEP1	0.2592
ZCCHC17	TBC1D7	0.2236
ZCCHC17	TNFRSF1A	0.2575
ZCCHC17	TPST2	0.2697
ZCCHC17	TRAF4	0.2552
ZCCHC17	YWHAH	0.2705
ZCCHC17	ZDHHC5	0.2317
ZCCHC9	AP5B1	0.1971
ZCCHC9	ARMC5	0.2573
ZCCHC9	C12orf75	0.2224
ZCCHC9	CCDC28B	0.2675
ZCCHC9	CST7	0.2672
ZCCHC9	FAM134C	0.2184
ZCCHC9	GZMH	0.2738
ZCCHC9	NDRG1	0.2630
ZCCHC9	NFKBIA	0.2309
ZCCHC9	NPEPPS	0.2255
ZCCHC9	NSG1	0.2497
ZCCHC9	PDRG1	0.2598
ZCCHC9	PIGP	0.2387
ZCCHC9	PML	0.2493
ZCCHC9	PPP1R12C	0.2685
ZCCHC9	PPP1R16A	0.2775
ZCCHC9	RRBP1	0.2473
ZCCHC9	SCYL2	0.2435
ZCCHC9	SLC12A9	0.2458
ZCCHC9	SPATS2L	0.2512
ZCCHC9	SSR3	0.2299
ZCCHC9	TCHP	0.2382
ZCCHC9	TNFSF10	0.2428
ZCCHC9	TRPT1	0.2612
ZCCHC9	ZDHHC5	0.2604
ZDHHC13	CLU	0.2266
ZDHHC13	CRTAM	0.2400
ZDHHC13	DGCR6	0.2318
ZDHHC13	DIS3L2	0.2530
ZDHHC13	ETFA	0.2548
ZDHHC13	FAM118B	0.2601
ZDHHC13	GIGYF2	0.2583
ZDHHC13	GTF3C5	0.2316
ZDHHC13	HTT	0.2393
ZDHHC13	MIDN	0.2281
ZDHHC13	NFYB	0.2371
ZDHHC13	NSG1	0.2351
ZDHHC13	PTPN12	0.2546
ZDHHC13	PTPN18	0.2419
ZDHHC13	PTPN7	0.2570
ZDHHC13	SLC39A8	0.2477
ZDHHC13	TAZ	0.2634
ZDHHC13	TMEM184C	0.2171
ZDHHC13	TYK2	0.2250
ZDHHC13	ZNF33B	0.2464
ZDHHC18	ACSL6	0.2472
ZDHHC18	ADC	0.2628
ZDHHC18	BPNT1	0.2299
ZDHHC18	C9orf37	0.2527
ZDHHC18	FIG4	0.2109
ZDHHC18	GSN	0.2144
ZDHHC18	GSTT1	0.2391
ZDHHC18	HAUS2	0.2791
ZDHHC18	HMGB2	0.2573
ZDHHC18	IL4R	0.2628
ZDHHC18	LRRC42	0.2440
ZDHHC18	PHF5A	0.2558
ZDHHC18	PMAIP1	0.2488
ZDHHC18	PPP1R16B	0.2101
ZDHHC18	RFC1	0.2578
ZDHHC18	SPATS2L	0.2512
ZDHHC18	TCF12	0.2384
ZDHHC5	ADAM15	0.2685
ZDHHC5	CAST	0.2334
ZDHHC5	CTSF	0.2154
ZDHHC5	CTSS	0.2478
ZDHHC5	ERO1LB	0.2700
ZDHHC5	FAM208A	0.2309
ZDHHC5	NCF1	0.3353
ZDHHC5	NKAP	0.2386
ZDHHC5	PLEKHF1	0.2274
ZDHHC5	PPM1D	0.2436
ZDHHC5	SLC2A8	0.2355
ZDHHC5	TOR1B	0.2414
ZDHHC5	XCL1	0.2519
ZDHHC5	ZBTB44	0.2159
ZDHHC5	ZCCHC17	0.2317
ZDHHC5	ZCCHC9	0.2604
ZDHHC5	ZNF567	0.2683
ZFYVE28	AGL	0.2434
ZFYVE28	BAG5	0.2332
ZFYVE28	C9orf114	0.2240
ZFYVE28	CCAR2	0.2701
ZFYVE28	CD320	0.2460
ZFYVE28	CD7	0.2249
ZFYVE28	CMTR2	0.2453
ZFYVE28	IFI27L1	0.2326
ZFYVE28	IL4R	0.2210
ZFYVE28	INADL	0.2230
ZFYVE28	ISG15	0.2337
ZFYVE28	KPNA5	0.2383
ZFYVE28	MAN1A2	0.2859
ZFYVE28	MED19	0.2363
ZFYVE28	NUDT1	0.2474
ZFYVE28	PHTF1	0.2475
ZFYVE28	PSMB5	0.2254
ZFYVE28	R3HDM2	0.2611
ZFYVE28	SIN3A	0.2269
ZFYVE28	SLC6A6	0.2329
ZFYVE28	UBE2H	0.2349
ZHX1	AK3	0.2518
ZHX1	ARNTL	0.2223
ZHX1	C12orf75	0.2140
ZHX1	CD40	0.2607
ZHX1	COMMD3	0.2442
ZHX1	GPR56	0.2560
ZHX1	GZMB	0.2311
ZHX1	IQGAP1	0.2415
ZHX1	MED28	0.2492
ZHX1	MTPN	0.2540
ZHX1	NEMF	0.2532
ZHX1	ODC1	0.2611
ZHX1	PARP11	0.2299
ZHX1	RRAGC	0.2397
ZHX1	STARD3	0.2602
ZHX1	TMEM156	0.2551
ZHX1	TNF	0.2715
ZHX1	TNFRSF18	0.2482
ZMYM3	AKAP10	0.2338
ZMYM3	ANKRD11	0.2438
ZMYM3	BDP1	0.2904
ZMYM3	GGH	0.2409
ZMYM3	IL2RB	0.2307
ZMYM3	MLLT6	0.2582
ZMYM3	RHOB	0.2439
ZMYM3	TATDN2	0.2255
ZMYM3	THUMPD1	0.2431
ZMYM3	TSC22D1	0.2336
ZMYM3	TUBA4A	0.2513
ZNF226	APPL2	0.2554
ZNF226	C16orf87	0.2430
ZNF226	CD7	0.2530
ZNF226	COTL1	0.2671
ZNF226	KLRB1	0.2547
ZNF226	LINC00909	0.2473
ZNF226	MFSD1	0.2467
ZNF226	MXD4	0.2313
ZNF226	MZB1	0.2520
ZNF226	NFYB	0.2337
ZNF226	NIPBL	0.2333
ZNF226	NRM	0.2300
ZNF226	PDRG1	0.2488
ZNF226	PGRMC1	0.2317
ZNF226	PLA2G16	0.2257
ZNF226	SPATA5L1	0.2450
ZNF226	TBC1D7	0.2560
ZNF226	TTF2	0.2288
ZNF226	ZBTB16	0.2407
ZNF277	ADC	0.2556
ZNF277	AKAP1	0.2119
ZNF277	ARSG	0.2839
ZNF277	C3orf18	0.2319
ZNF277	CDC27	0.2242
ZNF277	COTL1	0.2580
ZNF277	FAM208A	0.2521
ZNF277	FAM84B	0.2228
ZNF277	FCGR3A	0.2657
ZNF277	FGFBP2	0.2308
ZNF277	GZMB	0.2577
ZNF277	IFI16	0.2312
ZNF277	KIF3A	0.2497
ZNF277	MAPK1	0.2316
ZNF277	MARCH2	0.2075
ZNF277	MATK	0.2300
ZNF277	PLEKHF1	0.2496
ZNF277	PTMS	0.2454
ZNF277	SCYL2	0.2066
ZNF277	SLC12A9	0.2163
ZNF277	SLC15A3	0.2501
ZNF277	SWSAP1	0.1983
ZNF277	WDR3	0.2237
ZNF277	YWHAH	0.2181
ZNF292	ABI3	0.2564
ZNF292	ANKRD32	0.2661
ZNF292	CCDC28B	0.2557
ZNF292	CD79A	0.2552
ZNF292	CLIC3	0.2158
ZNF292	FAM43A	0.2579
ZNF292	FXR2	0.2639
ZNF292	PHLDA2	0.2393
ZNF292	PPM1D	0.2564
ZNF292	RFC1	0.2201
ZNF292	RUFY1	0.2426
ZNF292	SLC12A9	0.2422
ZNF292	XCL1	0.2237
ZNF3	C19orf68	0.2153
ZNF3	CEBPD	0.2391
ZNF3	CEBPG	0.2523
ZNF3	CEP85L	0.2465
ZNF3	CXCR3	0.2599
ZNF3	DCAF5	0.2695
ZNF3	DGKA	0.2525
ZNF3	DIS3L2	0.2255
ZNF3	EFHD2	0.2816
ZNF3	FLYWCH2	0.2238
ZNF3	GRIPAP1	0.2529
ZNF3	GSN	0.2341
ZNF3	HAGHL	0.2280
ZNF3	LINC00936	0.2286
ZNF3	LRRC42	0.2648
ZNF3	MAPK1	0.2218
ZNF3	MBIP	0.2600
ZNF3	MPST	0.2345
ZNF3	PRPF4	0.2722
ZNF3	RAB3IP	0.2459
ZNF3	RENBP	0.2456
ZNF3	ROCK1	0.2318
ZNF3	RRP1	0.2432
ZNF3	SRRD	0.2428
ZNF3	STXBP2	0.2489
ZNF3	TNFRSF1A	0.2504
ZNF3	XCL2	0.2398
ZNF33B	BDP1	0.2577
ZNF33B	CD3D	0.2562
ZNF33B	CLIC3	0.2662
ZNF33B	HAUS1	0.2617
ZNF33B	ID3	0.1979
ZNF33B	IFITM3	0.2582
ZNF33B	IFNG	0.2470
ZNF33B	IPO9	0.2535
ZNF33B	KIAA0040	0.2780
ZNF33B	KIAA0922	0.2349
ZNF33B	LEPRE1	0.2459
ZNF33B	LRIF1	0.2512
ZNF33B	MZB1	0.2480
ZNF33B	PLA2G16	0.2460
ZNF33B	PTCD3	0.2424
ZNF33B	PTRH1	0.2351
ZNF33B	TCEB3	0.2438
ZNF33B	TMCO3	0.2317
ZNF33B	ZDHHC13	0.2464
ZNF37A	AP001055.6	0.2375
ZNF37A	ARHGEF9	0.2509
ZNF37A	C16orf87	0.2317
ZNF37A	CCL3	0.2491
ZNF37A	CEBPD	0.2308
ZNF37A	CHD6	0.2541
ZNF37A	ELMOD3	0.2609
ZNF37A	HENMT1	0.2273
ZNF37A	HMGN5	0.2653
ZNF37A	IGLL5	0.2475
ZNF37A	MAFG	0.2485
ZNF37A	MFSD12	0.2422
ZNF37A	MIDN	0.2579
ZNF37A	MSL3	0.2260
ZNF37A	NRL	0.2816
ZNF37A	SFSWAP	0.2702
ZNF37A	TCF12	0.2348
ZNF37A	THOP1	0.2505
ZNF37A	TRMT10C	0.2302
ZNF37A	TUBB1	0.2575
ZNF37A	ZBTB16	0.2380
ZNF37A	ZNF550	0.2526
ZNF480	CRTAM	0.2432
ZNF480	GFPT1	0.2465
ZNF480	GTF3C6	0.2245
ZNF480	HOPX	0.2395
ZNF480	IL4R	0.2493
ZNF480	IRF5	0.2611
ZNF480	MLLT6	0.2500
ZNF480	POP7	0.2438
ZNF480	SPAG16	0.2696
ZNF480	SRRD	0.2168
ZNF480	TRNT1	0.2386
ZNF550	ALDH9A1	0.2659
ZNF550	BOD1L1	0.2443
ZNF550	C19orf25	0.2459
ZNF550	CD79A	0.2437
ZNF550	CRY2	0.2608
ZNF550	IPPK	0.2585
ZNF550	IRF5	0.2251
ZNF550	LST1	0.2519
ZNF550	MS4A7	0.2059
ZNF550	NDUFAF7	0.2572
ZNF550	PGPEP1	0.2353
ZNF550	PLIN2	0.2141
ZNF550	RCHY1	0.2395
ZNF550	RHBDF2	0.2466
ZNF550	SLC12A9	0.2348
ZNF550	SSBP3	0.2645
ZNF550	STOM	0.2274
ZNF550	SWSAP1	0.2339
ZNF550	ZNF37A	0.2526
ZNF567	ALDH9A1	0.2404
ZNF567	AP5B1	0.2464
ZNF567	CAST	0.2228
ZNF567	CLPTM1L	0.2234
ZNF567	CTSA	0.2734
ZNF567	DUSP6	0.2583
ZNF567	GLT8D1	0.2466
ZNF567	GSN	0.2681
ZNF567	HIST1H2AC	0.2429
ZNF567	IRF3	0.2414
ZNF567	KLRC1	0.2216
ZNF567	MARCH7	0.2201
ZNF567	NFKBIA	0.2437
ZNF567	SMIM12	0.2290
ZNF567	THAP2	0.2580
ZNF567	TMEM184C	0.2496
ZNF567	UBE4B	0.2049
ZNF567	ZDHHC5	0.2683
ZNF567	ZNF668	0.2597
ZNF593	ABHD15	0.2693
ZNF593	ARNTL	0.2278
ZNF593	C19orf25	0.2240
ZNF593	CCAR2	0.2081
ZNF593	DAXX	0.2411
ZNF593	DYNLT1	0.2604
ZNF593	LDHB	0.2681
ZNF593	LMNA	0.2448
ZNF593	MED19	0.2543
ZNF593	MYBL1	0.3014
ZNF593	NBAS	0.2355
ZNF593	PANK2	0.2509
ZNF593	PCM1	0.2130
ZNF593	PF4	0.2221
ZNF593	POP4	0.2463
ZNF593	PRRC2A	0.2743
ZNF593	RHOT2	0.2324
ZNF593	SPATA5L1	0.2651
ZNF593	TNF	0.2439
ZNF593	TNFSF13B	0.2489
ZNF593	UBE2F	0.2837
ZNF668	ATP11B	0.2481
ZNF668	BCS1L	0.2331
ZNF668	DDX6	0.2140
ZNF668	FCGRT	0.2395
ZNF668	GBA2	0.2392
ZNF668	MKRN1	0.2448
ZNF668	PDRG1	0.2360
ZNF668	PPBP	0.2151
ZNF668	RGS2	0.2498
ZNF668	SFSWAP	0.2377
ZNF668	ZNF567	0.2597
ZNF668	ZYX	0.2171
ZNF683	AMN1	0.2004
ZNF683	ANKRD32	0.2173
ZNF683	C3orf18	0.2271
ZNF683	CD151	0.2129
ZNF683	CRAT	0.2372
ZNF683	DHX36	0.2241
ZNF683	HVCN1	0.2462
ZNF683	IL2RB	0.2412
ZNF683	IRF3	0.2788
ZNF683	MYL6	0.2587
ZNF683	NSMAF	0.2424
ZNF683	PSAP	0.2759
ZNF683	RAB11FIP1	0.2188
ZNF683	RGS3	0.2179
ZNF683	SAT1	0.2209
ZNF683	SETD3	0.2563
ZNF683	SMKR1	0.2554
ZNF683	TYMP	0.2554
ZNF683	WDR70	0.2388
ZNF683	ZNF143	0.2437
ZNF708	ADC	0.2497
ZNF708	AKAP10	0.2486
ZNF708	ARMC5	0.2180
ZNF708	C17orf70	0.2455
ZNF708	C3orf58	0.2293
ZNF708	CD8B	0.2378
ZNF708	DEDD2	0.2113
ZNF708	DVL2	0.2386
ZNF708	FAM118B	0.2301
ZNF708	FOSB	0.2538
ZNF708	GAPDH	0.2613
ZNF708	IL4R	0.2554
ZNF708	MECP2	0.2444
ZNF708	PARP4	0.2348
ZNF708	POP4	0.2151
ZNF708	S100A6	0.2470
ZNF708	THAP2	0.2289
ZNF708	TNFSF14	0.2356
ZNF708	TYROBP	0.2263
ZNF708	UBE2H	0.2798
ZNF816	ALOX5AP	0.2552
ZNF816	ARMC5	0.2085
ZNF816	BOD1L1	0.2738
ZNF816	BTAF1	0.2271
ZNF816	CEP57	0.2506
ZNF816	COQ7	0.2735
ZNF816	ESF1	0.2281
ZNF816	GBP1	0.2167
ZNF816	GOLGA5	0.2161
ZNF816	GRPEL2	0.2389
ZNF816	HOTAIRM1	0.2593
ZNF816	IL2RB	0.2364
ZNF816	KLHL24	0.2438
ZNF816	LCORL	0.2393
ZNF816	LRCH3	0.2568
ZNF816	NEAT1	0.2428
ZNF816	PPP2R5D	0.2446
ZNF816	S1PR5	0.2287
ZNF816	SSBP3	0.3141
ZNF816	TMEM8A	0.2328
ZNF816	TYMP	0.2236
ZRANB1	ACOT13	0.2463
ZRANB1	AKNA	0.2495
ZRANB1	ATAD1	0.2502
ZRANB1	CUL5	0.2607
ZRANB1	EAF2	0.2370
ZRANB1	FCHO1	0.2260
ZRANB1	GAPDH	0.2447
