source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
EOMES	LMNA	EOMES	LMNA	0.1642	-0.0092	-0.0092	-0.0170	0.8997
EOMES	PLEK	EOMES	PLEK	0.1584	-0.0075	-0.0075	-0.0109	0.9184
EOMES	SMKR1	EOMES	SMKR1	0.1597	-0.0075	-0.0075	-0.0099	0.9183
EOMES	WARS2	EOMES	WARS2	0.1626	-0.0075	-0.0075	-0.0108	0.9184
EP300	ADC	EP300	ADC	0.1811	-0.0092	-0.0092	-0.0057	0.8997
EP300	BANK1	EP300	BANK1	0.1780	-0.0092	-0.0092	-0.0060	0.8997
EP300	BLVRB	EP300	BLVRB	0.1523	-0.0227	-0.0229	-0.0322	0.7561
EP300	CD1C	EP300	CD1C	0.1882	-0.0092	-0.0092	-0.0058	0.8997
EP300	CSNK1G2	EP300	CSNK1G2	0.1623	-0.0207	-0.0208	-0.0282	0.7765
EP300	LYZ	EP300	LYZ	0.1578	-0.0185	-0.0186	-0.0227	0.7995
EP300	NCR3	EP300	NCR3	0.1781	-0.0207	-0.0208	-0.0276	0.7772
EP300	NEMF	EP300	NEMF	0.1558	-0.0228	-0.0229	-0.0333	0.7546
EP300	NT5C3B	EP300	NT5C3B	0.1798	-0.0160	-0.0160	-0.0161	0.8265
EP300	ST3GAL3	EP300	ST3GAL3	0.1657	-0.0092	-0.0092	-0.0061	0.8997
EP300	TMCO3	EP300	TMCO3	0.1620	-0.0185	-0.0186	-0.0230	0.7995
EP300	TMEM55A	EP300	TMEM55A	0.1610	-0.0207	-0.0208	-0.0300	0.7763
EP300	TP53BP2	EP300	TP53BP2	0.1684	-0.0092	-0.0092	-0.0059	0.8997
EP300	VAV3	EP300	VAV3	0.1626	-0.0130	-0.0131	-0.0107	0.8582
EP300	YTHDC1	EP300	YTHDC1	0.1540	-0.0327	-0.0329	-0.0685	0.6544
ETS2	ACSS2	ETS2	ACSS2	0.1641	-0.0092	-0.0092	-0.0053	0.8998
ETS2	ARID5B	ETS2	ARID5B	0.1520	-0.0327	-0.0329	-0.0676	0.6542
ETS2	BLVRB	ETS2	BLVRB	0.1610	-0.0227	-0.0229	-0.0306	0.7563
ETS2	CCDC152	ETS2	CCDC152	0.1489	-0.0264	-0.0265	-0.0404	0.7178
ETS2	CXorf38	ETS2	CXorf38	0.1774	-0.0130	-0.0131	-0.0105	0.8583
ETS2	FCGR3A	ETS2	FCGR3A	0.1605	-0.0185	-0.0186	-0.0223	0.8000
ETS2	GOLGA5	ETS2	GOLGA5	0.1725	-0.0160	-0.0160	-0.0154	0.8266
ETS2	HIST1H2AC	ETS2	HIST1H2AC	0.1945	-0.0159	-0.0160	-0.0158	0.8271
ETS2	HIST1H2BF	ETS2	HIST1H2BF	0.1411	-0.0130	-0.0131	-0.0106	0.8585
ETS2	KPNA4	ETS2	KPNA4	0.1521	-0.0183	-0.0186	-0.0204	0.8016
ETS2	MFSD1	ETS2	MFSD1	0.1745	-0.0208	-0.0208	-0.0273	0.7760
ETS2	N6AMT2	ETS2	N6AMT2	0.1445	-0.0130	-0.0131	-0.0110	0.8583
ETS2	SLC11A1	ETS2	SLC11A1	0.1610	-0.0092	-0.0092	-0.0046	0.8998
ETS2	TFB1M	ETS2	TFB1M	0.1723	-0.0126	-0.0131	-0.0108	0.8635
ETS2	TRIM26	ETS2	TRIM26	0.1770	-0.0092	-0.0092	-0.0055	0.8998
ETS2	VAC14	ETS2	VAC14	0.1578	-0.0160	-0.0160	-0.0158	0.8268
ETS2	ZMIZ2	ETS2	ZMIZ2	0.1613	-0.0092	-0.0092	-0.0057	0.8998
ETV6	BCS1L	ETV6	BCS1L	0.1607	-0.0092	-0.0092	-0.0166	0.8997
ETV6	CD8B	ETV6	CD8B	0.1757	-0.0233	-0.0235	-0.1096	0.7493
ETV6	CMTR2	ETV6	CMTR2	0.1534	-0.0053	-0.0053	-0.0060	0.9422
ETV6	DOPEY2	ETV6	DOPEY2	0.1754	-0.0053	-0.0053	-0.0057	0.9422
ETV6	ERCC2	ETV6	ERCC2	0.1602	-0.0106	-0.0107	-0.0213	0.8847
ETV6	FOS	ETV6	FOS	0.1676	0.0990	0.1288	0.7958	0.1743
ETV6	GPR68	ETV6	GPR68	0.1660	-0.0075	-0.0075	-0.0109	0.9182
ETV6	GTF3C1	ETV6	GTF3C1	0.1392	-0.0053	-0.0053	-0.0065	0.9422
ETV6	HIST1H1C	ETV6	HIST1H1C	0.1747	-0.0300	-0.0301	-0.1530	0.6814
ETV6	ID2	ETV6	ID2	0.1708	0.1461	0.1419	0.8166	0.0442
ETV6	IL2RB	ETV6	IL2RB	0.1552	-0.0053	-0.0053	-0.0056	0.9422
ETV6	KBTBD3	ETV6	KBTBD3	0.1562	-0.0092	-0.0092	-0.0152	0.9002
ETV6	LDLRAD4	ETV6	LDLRAD4	0.1470	-0.0075	-0.0075	-0.0106	0.9183
ETV6	MRPS31	ETV6	MRPS31	0.1636	-0.0187	-0.0189	-0.0675	0.7984
ETV6	MXD3	ETV6	MXD3	0.1494	-0.0053	-0.0053	-0.0067	0.9422
ETV6	OSBPL9	ETV6	OSBPL9	0.1644	-0.0119	-0.0120	-0.0269	0.8709
ETV6	PATL2	ETV6	PATL2	0.1456	-0.0075	-0.0075	-0.0107	0.9184
ETV6	PGRMC1	ETV6	PGRMC1	0.1512	-0.0131	-0.0131	-0.0316	0.8577
ETV6	PPAPDC1B	ETV6	PPAPDC1B	0.1453	0.4402	0.4424	0.9788	0.0000
ETV6	PPP3CA	ETV6	PPP3CA	0.1633	-0.0075	-0.0075	-0.0120	0.9186
ETV6	RGS3	ETV6	RGS3	0.1672	-0.0053	-0.0053	-0.0047	0.9422
ETV6	RHOC	ETV6	RHOC	0.1780	-0.0196	-0.0197	-0.0716	0.7879
ETV6	TPM4	ETV6	TPM4	0.1516	-0.0180	-0.0180	-0.0603	0.8055
ETV6	ZBTB44	ETV6	ZBTB44	0.1713	-0.0092	-0.0092	-0.0152	0.8998
ETV6	ZNF567	ETV6	ZNF567	0.1424	-0.0092	-0.0092	-0.0169	0.8998
FLYWCH1	ANO6	FLYWCH1	ANO6	0.1401	-0.0053	-0.0053	-0.0047	0.9422
FLYWCH1	ARHGEF9	FLYWCH1	ARHGEF9	0.1527	-0.0075	-0.0075	-0.0098	0.9183
FLYWCH1	BAG5	FLYWCH1	BAG5	0.1679	-0.0092	-0.0092	-0.0136	0.8997
FLYWCH1	CARS2	FLYWCH1	CARS2	0.1589	-0.0092	-0.0092	-0.0134	0.8998
FLYWCH1	CCAR2	FLYWCH1	CCAR2	0.1580	-0.0090	-0.0092	-0.0158	0.9014
FLYWCH1	DGCR6	FLYWCH1	DGCR6	0.1890	-0.0053	-0.0053	-0.0047	0.9422
FLYWCH1	GAB3	FLYWCH1	GAB3	0.1622	-0.0053	-0.0053	-0.0041	0.9422
FLYWCH1	GLT8D1	FLYWCH1	GLT8D1	0.1583	-0.0106	-0.0107	-0.0180	0.8842
FLYWCH1	GNL3L	FLYWCH1	GNL3L	0.1733	-0.0053	-0.0053	-0.0054	0.9422
FLYWCH1	GNPTAB	FLYWCH1	GNPTAB	0.1655	-0.0092	-0.0092	-0.0137	0.8998
FLYWCH1	LLGL2	FLYWCH1	LLGL2	0.1964	-0.0053	-0.0053	-0.0050	0.9422
FLYWCH1	MACROD1	FLYWCH1	MACROD1	0.1653	-0.0053	-0.0053	-0.0048	0.9422
FLYWCH1	METTL3	FLYWCH1	METTL3	0.1457	-0.0151	-0.0152	-0.0391	0.8358
FLYWCH1	NCALD	FLYWCH1	NCALD	0.1603	-0.0053	-0.0053	-0.0043	0.9422
FLYWCH1	PGPEP1	FLYWCH1	PGPEP1	0.1649	-0.0092	-0.0092	-0.0137	0.8997
FLYWCH1	PHF19	FLYWCH1	PHF19	0.1788	-0.0105	-0.0107	-0.0170	0.8854
FLYWCH1	RMND5A	FLYWCH1	RMND5A	0.1521	-0.0075	-0.0075	-0.0089	0.9182
FLYWCH1	RNASE6	FLYWCH1	RNASE6	0.1634	-0.0053	-0.0053	-0.0047	0.9422
FLYWCH1	VIM	FLYWCH1	VIM	0.1497	0.0351	0.0207	0.2091	0.6305
FLYWCH1	WNT10A	FLYWCH1	WNT10A	0.1645	-0.0092	-0.0092	-0.0142	0.8996
FOS	ABHD14A	FOS	ABHD14A	0.1653	0.1140	0.1441	0.0596	0.1172
FOS	AGPAT1	FOS	AGPAT1	0.1693	0.0438	0.0374	0.0099	0.5488
FOS	CACNA2D4	FOS	CACNA2D4	0.1663	0.0004	-0.0045	0.0001	0.9960
FOS	EGR1	FOS	EGR1	0.1481	-0.0643	-0.0399	-0.0172	0.3782
FOS	ETV6	FOS	ETV6	0.1676	0.0990	0.1288	0.0123	0.1743
FOS	FAM229B	FOS	FAM229B	0.1591	-0.0907	-0.0915	-0.0265	0.2135
FOS	GSTP1	FOS	GSTP1	0.1572	0.0539	0.0578	0.0426	0.4598
FOS	IER2	FOS	IER2	0.1602	0.0438	-0.0376	0.0413	0.5481
FOS	ISCA2	FOS	ISCA2	0.1581	0.0843	0.0449	0.0243	0.2476
FOS	RNASEK	FOS	RNASEK	0.1492	-0.0957	-0.0908	-0.0166	0.1892
FOS	TLE3	FOS	TLE3	0.1617	0.0207	0.0261	0.0042	0.7764
FOS	TSPO	FOS	TSPO	0.1644	-0.1629	-0.1563	-0.1520	0.0247
FOS	VIM	FOS	VIM	0.1737	-0.0801	-0.1483	-0.0703	0.2721
FOS	WDR92	FOS	WDR92	0.1474	0.0069	-0.0252	0.0011	0.9246
FOSB	ACTL10	FOSB	ACTL10	0.1455	-0.0119	-0.0120	-0.0058	0.8706
FOSB	ANKRD49	FOSB	ANKRD49	0.1715	-0.0206	-0.0208	-0.0144	0.7778
FOSB	BICD2	FOSB	BICD2	0.1452	-0.0119	-0.0120	-0.0053	0.8706
FOSB	HAUS1	FOSB	HAUS1	0.1742	0.0716	0.0815	0.1027	0.3263
FOSB	HPS1	FOSB	HPS1	0.1748	-0.0342	-0.0345	-0.0375	0.6400
FOSB	ID1	FOSB	ID1	0.1701	-0.0168	-0.0170	-0.0087	0.8180
FOSB	KPNA5	FOSB	KPNA5	0.1487	-0.0119	-0.0120	-0.0052	0.8706
FOSB	LYAR	FOSB	LYAR	0.1845	0.0125	0.0187	0.0270	0.8645
FOSB	MORF4L2	FOSB	MORF4L2	0.1673	-0.0341	-0.0345	-0.0374	0.6405
FOSB	PSAP	FOSB	PSAP	0.1562	0.0186	0.0223	0.0363	0.7992
FOSB	S100A9	FOSB	S100A9	0.1712	0.3693	0.4162	0.4459	0.0000
GABPA	CAMTA1	GABPA	CAMTA1	0.1596	-0.0201	-0.0202	-0.0367	0.7834
GABPA	CD8A	GABPA	CD8A	0.1454	0.1849	0.2108	0.4116	0.0107
GABPA	DIAPH1	GABPA	DIAPH1	0.1786	-0.0243	-0.0243	-0.0535	0.7396
GABPA	GTF2I	GABPA	GTF2I	0.1842	-0.0075	-0.0075	-0.0053	0.9182
GABPA	HAUS3	GABPA	HAUS3	0.1479	-0.0151	-0.0151	-0.0216	0.8361
GABPA	IDH1	GABPA	IDH1	0.1606	-0.0075	-0.0075	-0.0052	0.9182
GABPA	MAP4K4	GABPA	MAP4K4	0.1895	-0.0151	-0.0151	-0.0201	0.8365
GABPA	NIPBL	GABPA	NIPBL	0.1746	-0.0169	-0.0170	-0.0258	0.8173
GABPA	PLGRKT	GABPA	PLGRKT	0.1580	-0.0352	-0.0353	-0.1081	0.6300
GABPA	PPFIBP2	GABPA	PPFIBP2	0.1256	-0.0106	-0.0106	-0.0112	0.8844
GABPA	PTPN12	GABPA	PTPN12	0.1706	-0.0106	-0.0106	-0.0101	0.8844
GABPA	SERPINF1	GABPA	SERPINF1	0.1583	-0.0075	-0.0075	-0.0044	0.9182
GABPA	SH2D1B	GABPA	SH2D1B	0.1760	-0.0075	-0.0075	-0.0059	0.9182
GABPA	SLC16A3	GABPA	SLC16A3	0.1552	-0.0130	-0.0131	-0.0158	0.8590
GABPA	UNK	GABPA	UNK	0.1726	-0.0131	-0.0131	-0.0159	0.8582
GFI1	ASB1	GFI1	ASB1	0.1709	-0.0092	-0.0092	-0.0157	0.8998
GFI1	ATAD5	GFI1	ATAD5	0.1728	-0.0053	-0.0053	-0.0053	0.9422
GFI1	C9orf37	GFI1	C9orf37	0.1741	-0.0107	-0.0107	-0.0212	0.8839
GFI1	CCDC28B	GFI1	CCDC28B	0.1399	-0.0119	-0.0120	-0.0245	0.8705
GFI1	CHI3L2	GFI1	CHI3L2	0.1572	-0.0092	-0.0092	-0.0161	0.8997
GFI1	CXCR3	GFI1	CXCR3	0.1606	-0.0205	-0.0205	-0.0726	0.7791
GFI1	DOPEY2	GFI1	DOPEY2	0.1469	-0.0053	-0.0053	-0.0054	0.9422
GFI1	DUSP2	GFI1	DUSP2	0.1414	-0.0295	-0.0295	-0.1448	0.6865
GFI1	EPG5	GFI1	EPG5	0.1657	-0.0092	-0.0092	-0.0148	0.8997
GFI1	GZMK	GFI1	GZMK	0.1598	0.2942	0.2773	1.0902	0.0000
GFI1	HEMGN	GFI1	HEMGN	0.1850	-0.0092	-0.0092	-0.0149	0.8999
GFI1	ITPR1	GFI1	ITPR1	0.1878	-0.0053	-0.0053	-0.0049	0.9422
GFI1	MFSD10	GFI1	MFSD10	0.1560	-0.0196	-0.0197	-0.0666	0.7889
GFI1	NRM	GFI1	NRM	0.1737	-0.0074	-0.0075	-0.0091	0.9195
GFI1	NSG1	GFI1	NSG1	0.1545	-0.0131	-0.0131	-0.0319	0.8574
GFI1	ORC5	GFI1	ORC5	0.1775	-0.0053	-0.0053	-0.0050	0.9422
GFI1	RAP2C	GFI1	RAP2C	0.1662	-0.0106	-0.0107	-0.0198	0.8842
GFI1	RGS2	GFI1	RGS2	0.1506	-0.0171	-0.0171	-0.0505	0.8146
GFI1	RMND5A	GFI1	RMND5A	0.1913	-0.0075	-0.0075	-0.0100	0.9182
GFI1	RSF1	GFI1	RSF1	0.1634	-0.0151	-0.0152	-0.0413	0.8366
GFI1	SP3	GFI1	SP3	0.1601	-0.0075	-0.0075	-0.0100	0.9184
GTF2I	AAMDC	GTF2I	AAMDC	0.1488	-0.0107	-0.0107	-0.0206	0.8839
GTF2I	CARD11	GTF2I	CARD11	0.1594	-0.0075	-0.0075	-0.0107	0.9182
GTF2I	CD226	GTF2I	CD226	0.1629	-0.0092	-0.0092	-0.0170	0.8999
GTF2I	ERCC2	GTF2I	ERCC2	0.1781	-0.0106	-0.0107	-0.0207	0.8847
GTF2I	FERMT3	GTF2I	FERMT3	0.1508	-0.0276	-0.0276	-0.1259	0.7059
GTF2I	GABPA	GTF2I	GABPA	0.1842	-0.0075	-0.0075	-0.0105	0.9182
GTF2I	GRAP2	GTF2I	GRAP2	0.1603	-0.0189	-0.0189	-0.0648	0.7960
GTF2I	JUN	GTF2I	JUN	0.1630	0.0439	0.0103	0.3440	0.5479
GTF2I	KBTBD3	GTF2I	KBTBD3	0.1568	-0.0092	-0.0092	-0.0148	0.9002
GTF2I	PDRG1	GTF2I	PDRG1	0.1725	-0.0161	-0.0162	-0.0490	0.8251
GTF2I	PHLDA2	GTF2I	PHLDA2	0.1608	-0.0053	-0.0053	-0.0058	0.9422
GTF2I	PRR5L	GTF2I	PRR5L	0.1581	-0.0053	-0.0053	-0.0054	0.9422
GTF2I	RANBP6	GTF2I	RANBP6	0.1758	-0.0092	-0.0092	-0.0178	0.9002
GTF2I	STAG2	GTF2I	STAG2	0.1656	-0.0106	-0.0107	-0.0219	0.8851
GTF2I	SWSAP1	GTF2I	SWSAP1	0.1654	-0.0092	-0.0092	-0.0151	0.8999
GTF2I	TLE3	GTF2I	TLE3	0.1691	-0.0075	-0.0075	-0.0118	0.9184
GTF2I	ZFYVE28	GTF2I	ZFYVE28	0.1614	-0.0075	-0.0075	-0.0102	0.9183
HMGB2	ADRB2	HMGB2	ADRB2	0.1562	0.0366	0.0402	0.0071	0.6157
HMGB2	CAPN12	HMGB2	CAPN12	0.1811	-0.0453	-0.0450	-0.0079	0.5350
HMGB2	DOLPP1	HMGB2	DOLPP1	0.1571	-0.0639	-0.0638	-0.0120	0.3811
HMGB2	FAM84B	HMGB2	FAM84B	0.1606	0.0514	0.0556	0.0110	0.4815
HMGB2	GPX1	HMGB2	GPX1	0.2104	0.1148	0.1327	0.1060	0.1149
HMGB2	GSTO1	HMGB2	GSTO1	0.1650	0.2069	0.1936	0.1551	0.0042
HMGB2	IQGAP1	HMGB2	IQGAP1	0.1709	0.0354	0.0249	0.0144	0.6277
HMGB2	LST1	HMGB2	LST1	0.1600	-0.0353	-0.0252	-0.0176	0.6288
HMGB2	MAPKAPK2	HMGB2	MAPKAPK2	0.1670	0.0330	0.0249	0.0068	0.6514
HMGB2	MYO9A	HMGB2	MYO9A	0.1676	0.0283	0.0226	0.0058	0.6981
HMGB2	NCALD	HMGB2	NCALD	0.1548	-0.0453	-0.0450	-0.0063	0.5350
HMGB2	PAPOLG	HMGB2	PAPOLG	0.1473	0.1111	0.1192	0.0199	0.1272
HMGB2	PRPF4	HMGB2	PRPF4	0.1669	-0.0453	-0.0450	-0.0069	0.5350
HMGB2	RHOT2	HMGB2	RHOT2	0.1455	0.0149	0.0237	0.0066	0.8382
HMGB2	SLC10A3	HMGB2	SLC10A3	0.1653	-0.0453	-0.0450	-0.0085	0.5350
HMGB2	SLC27A5	HMGB2	SLC27A5	0.1607	-0.0453	-0.0450	-0.0054	0.5350
HMGB2	ZNF230	HMGB2	ZNF230	0.1460	0.0505	0.0473	0.0106	0.4886
HOPX	AC104820.2	HOPX	AC104820.2	0.1553	-0.0188	-0.0189	-0.0054	0.7969
HOPX	C10orf118	HOPX	C10orf118	0.1596	-0.0670	-0.0673	-0.0634	0.3585
HOPX	C4orf48	HOPX	C4orf48	0.1691	-0.0606	-0.0611	-0.0498	0.4063
HOPX	CD151	HOPX	CD151	0.1637	-0.0504	-0.0507	-0.0354	0.4898
HOPX	CD79A	HOPX	CD79A	0.1734	-0.0263	-0.0268	-0.0117	0.7187
HOPX	CMIP	HOPX	CMIP	0.1588	-0.0327	-0.0329	-0.0158	0.6540
HOPX	ERGIC1	HOPX	ERGIC1	0.1528	-0.0266	-0.0268	-0.0105	0.7152
HOPX	FAM101B	HOPX	FAM101B	0.1589	-0.0188	-0.0189	-0.0061	0.7969
HOPX	GGA1	HOPX	GGA1	0.1795	0.1407	0.1680	0.0993	0.0528
HOPX	HCK	HOPX	HCK	0.1909	-0.0188	-0.0189	-0.0050	0.7969
HOPX	HIST1H1C	HOPX	HIST1H1C	0.1562	-0.1065	-0.1074	-0.1445	0.1437
HOPX	KIAA0930	HOPX	KIAA0930	0.1598	-0.0266	-0.0268	-0.0100	0.7157
HOPX	KRIT1	HOPX	KRIT1	0.1793	-0.0378	-0.0380	-0.0200	0.6047
HOPX	KRT1	HOPX	KRT1	0.1492	-0.0377	-0.0380	-0.0198	0.6059
HOPX	MFSD10	HOPX	MFSD10	0.1510	0.0107	0.0139	0.0102	0.8840
HOPX	MRPS31	HOPX	MRPS31	0.1780	0.0368	0.0272	0.0354	0.6144
HOPX	NFKBIA	HOPX	NFKBIA	0.1498	-0.0979	-0.0991	-0.1756	0.1790
HOPX	PRRT3	HOPX	PRRT3	0.1775	-0.0266	-0.0268	-0.0104	0.7153
HOPX	RNF219	HOPX	RNF219	0.1607	-0.0463	-0.0468	-0.0287	0.5257
HOPX	SPON2	HOPX	SPON2	0.1812	-0.0424	-0.0427	-0.0251	0.5616
HOPX	TESC	HOPX	TESC	0.1711	0.1973	0.1895	0.0772	0.0064
ID1	CD63	ID1	CD63	0.1506	-0.0370	-0.0372	-0.1288	0.6124
ID1	CISH	ID1	CISH	0.1677	-0.0299	-0.0302	-0.0909	0.6822
ID1	FAM43A	ID1	FAM43A	0.1764	-0.0106	-0.0106	-0.0120	0.8848
ID1	FOSB	ID1	FOSB	0.1701	-0.0168	-0.0170	-0.0324	0.8180
ID1	GIMAP7	ID1	GIMAP7	0.1638	-0.0224	0.0148	-0.1351	0.7588
ID1	HIPK3	ID1	HIPK3	0.1558	-0.0075	-0.0075	-0.0050	0.9185
ID1	KIF3A	ID1	KIF3A	0.1423	-0.0150	-0.0151	-0.0250	0.8370
ID1	MFSD12	ID1	MFSD12	0.1737	-0.0075	-0.0075	-0.0060	0.9185
ID1	MYSM1	ID1	MYSM1	0.1672	-0.0130	-0.0131	-0.0175	0.8587
ID1	PANK2	ID1	PANK2	0.1498	-0.0213	-0.0216	-0.0507	0.7703
ID1	RANBP6	ID1	RANBP6	0.1583	-0.0129	-0.0131	-0.0199	0.8594
ID1	SLC35G1	ID1	SLC35G1	0.1681	-0.0106	-0.0106	-0.0111	0.8848
ID1	TLN1	ID1	TLN1	0.1756	-0.0289	-0.0291	-0.0795	0.6924
ID1	TP53	ID1	TP53	0.1632	-0.0075	-0.0075	-0.0058	0.9185
ID1	ZNF350	ID1	ZNF350	0.1537	-0.0151	-0.0151	-0.0226	0.8366
ID3	AAMDC	ID3	AAMDC	0.1680	0.0982	0.1047	0.0546	0.1775
ID3	BROX	ID3	BROX	0.1452	0.0369	0.0412	0.0327	0.6131
ID3	CD8A	ID3	CD8A	0.1781	0.0268	0.0360	0.0242	0.7135
ID3	CXorf38	ID3	CXorf38	0.1559	-0.0266	-0.0268	-0.0106	0.7160
ID3	CYHR1	ID3	CYHR1	0.1962	-0.0573	-0.0578	-0.0476	0.4325
ID3	GZMK	ID3	GZMK	0.1662	-0.0694	-0.0703	-0.0761	0.3417
ID3	NSUN4	ID3	NSUN4	0.1641	-0.0266	-0.0268	-0.0108	0.7160
ID3	PLD4	ID3	PLD4	0.1646	-0.0187	-0.0189	-0.0053	0.7975
ID3	S100A6	ID3	S100A6	0.1830	0.1053	0.1004	0.2296	0.1484
ID3	SH3BP5	ID3	SH3BP5	0.1720	0.0365	0.0456	0.0442	0.6173
ID3	SYNGR1	ID3	SYNGR1	0.1552	-0.0187	-0.0189	-0.0053	0.7975
ID3	TNFSF13B	ID3	TNFSF13B	0.1747	0.1215	0.1433	0.0557	0.0950
ID3	USP22	ID3	USP22	0.1750	-0.0266	-0.0268	-0.0111	0.7160
IFI16	AGPAT3	IFI16	AGPAT3	0.1458	-0.0205	-0.0205	-0.0054	0.7793
IFI16	ASB1	IFI16	ASB1	0.1709	0.1326	0.1266	0.0636	0.0683
IFI16	BPNT1	IFI16	BPNT1	0.1737	-0.0462	-0.0463	-0.0298	0.5268
IFI16	CARS	IFI16	CARS	0.1772	0.1968	0.2000	0.1206	0.0065
IFI16	CTNNB1	IFI16	CTNNB1	0.1429	0.1044	0.1018	0.0581	0.1518
IFI16	ECD	IFI16	ECD	0.1731	-0.0287	-0.0291	-0.0096	0.6947
IFI16	ELMOD3	IFI16	ELMOD3	0.1514	-0.0355	-0.0357	-0.0154	0.6269
IFI16	KDM1A	IFI16	KDM1A	0.1638	-0.0290	-0.0291	-0.0118	0.6913
IFI16	MLH3	IFI16	MLH3	0.1684	-0.0290	-0.0291	-0.0117	0.6914
IFI16	PCM1	IFI16	PCM1	0.1883	0.1030	0.1158	0.0804	0.1574
IFI16	PYHIN1	IFI16	PYHIN1	0.1526	-0.0406	-0.0413	-0.0218	0.5780
IFI16	RNASEK	IFI16	RNASEK	0.1713	-0.0290	-0.0291	-0.0108	0.6911
IFI16	RUFY1	IFI16	RUFY1	0.1479	-0.0461	-0.0463	-0.0265	0.5281
IFI16	SNORD3D	IFI16	SNORD3D	0.1621	-0.0409	-0.0413	-0.0209	0.5753
IFI16	SPATS2	IFI16	SPATS2	0.1544	-0.0290	-0.0291	-0.0106	0.6917
IFI16	UBE2H	IFI16	UBE2H	0.1693	-0.0205	-0.0205	-0.0058	0.7793
IFI16	ZNF197	IFI16	ZNF197	0.1573	-0.0290	-0.0291	-0.0106	0.6911
IFI16	ZYX	IFI16	ZYX	0.1521	0.1007	0.0995	0.0902	0.1669
IKZF3	ARIH1	IKZF3	ARIH1	0.1667	-0.0053	-0.0053	-0.0046	0.9422
IKZF3	CCDC59	IKZF3	CCDC59	0.1495	-0.0170	-0.0171	-0.0492	0.8156
IKZF3	COMMD3	IKZF3	COMMD3	0.1533	-0.0241	-0.0242	-0.0921	0.7409
IKZF3	DNAJB11	IKZF3	DNAJB11	0.1550	-0.0142	-0.0142	-0.0333	0.8458
IKZF3	KHNYN	IKZF3	KHNYN	0.1593	-0.0075	-0.0075	-0.0096	0.9184
IKZF3	MECP2	IKZF3	MECP2	0.1515	-0.0131	-0.0131	-0.0285	0.8573
IKZF3	NADSYN1	IKZF3	NADSYN1	0.1675	-0.0053	-0.0053	-0.0052	0.9422
IKZF3	PHC2	IKZF3	PHC2	0.1579	-0.0107	-0.0107	-0.0188	0.8840
IKZF3	S100A6	IKZF3	S100A6	0.1499	-0.0989	-0.0846	-0.6851	0.1745
IKZF3	SLC25A40	IKZF3	SLC25A40	0.1728	-0.0075	-0.0075	-0.0097	0.9182
IKZF3	STYXL1	IKZF3	STYXL1	0.1503	-0.0107	-0.0107	-0.0193	0.8839
IKZF3	TLK1	IKZF3	TLK1	0.1521	-0.0162	-0.0162	-0.0436	0.8244
IKZF3	ZMIZ2	IKZF3	ZMIZ2	0.1669	-0.0053	-0.0053	-0.0051	0.9422
IRF3	CBLB	IRF3	CBLB	0.1701	0.1599	0.1659	0.0675	0.0276
IRF3	CCDC28B	IRF3	CCDC28B	0.1496	-0.0478	-0.0481	-0.0266	0.5129
IRF3	CD58	IRF3	CD58	0.1604	-0.0525	-0.0528	-0.0329	0.4715
IRF3	CEP57	IRF3	CEP57	0.1803	0.2358	0.2467	0.1633	0.0011
IRF3	EAF2	IRF3	EAF2	0.1370	-0.0424	-0.0429	-0.0206	0.5615
IRF3	FAM199X	IRF3	FAM199X	0.1572	-0.0212	-0.0213	-0.0069	0.7713
IRF3	GOLGA5	IRF3	GOLGA5	0.1379	0.0925	0.1079	0.0400	0.2043
IRF3	GRAP2	IRF3	GRAP2	0.1655	-0.0025	0.0027	-0.0023	0.9724
IRF3	HIST1H1C	IRF3	HIST1H1C	0.1444	-0.0804	-0.0765	-0.1049	0.2701
IRF3	NEK8	IRF3	NEK8	0.1505	-0.0212	-0.0213	-0.0046	0.7713
IRF3	PASK	IRF3	PASK	0.1538	-0.0188	-0.0219	-0.0206	0.7965
IRF3	POGK	IRF3	POGK	0.1467	-0.0212	-0.0213	-0.0055	0.7713
IRF3	SP3	IRF3	SP3	0.1658	0.1243	0.1479	0.0451	0.0876
IRF3	TRIM38	IRF3	TRIM38	0.1585	-0.0428	-0.0429	-0.0225	0.5579
IRF3	TSPYL4	IRF3	TSPYL4	0.1619	-0.0212	-0.0213	-0.0046	0.7713
IRF3	TYK2	IRF3	TYK2	0.1573	-0.0212	-0.0213	-0.0045	0.7713
IRF5	CD68	IRF5	CD68	0.1655	-0.0075	-0.0075	-0.0102	0.9182
IRF5	IRAK1	IRF5	IRAK1	0.1670	-0.0053	-0.0053	-0.0050	0.9422
IRF5	KIAA1430	IRF5	KIAA1430	0.1572	-0.0212	-0.0213	-0.0793	0.7718
IRF5	KPNA5	IRF5	KPNA5	0.1502	-0.0053	-0.0053	-0.0054	0.9422
IRF5	NPAT	IRF5	NPAT	0.1691	-0.0106	-0.0107	-0.0219	0.8842
IRF5	PSMD10	IRF5	PSMD10	0.1627	-0.0092	-0.0092	-0.0153	0.8997
IRF5	RSF1	IRF5	RSF1	0.1600	0.4458	0.3602	1.2121	0.0000
IRF5	SNAPC1	IRF5	SNAPC1	0.1940	-0.0075	-0.0075	-0.0104	0.9182
IRF7	ACSS2	IRF7	ACSS2	0.1632	-0.0152	-0.0152	-0.0056	0.8349
