source	target	source.symbol	target.symbol	MI	pearson	spearman	rho	p-value
ETS2	ELL	ETS2	ELL	0.2093	-0.0130	-0.0130	-0.0130	0.8723
ETS2	HMBS	ETS2	HMBS	0.1797	-0.0130	-0.0130	-0.0131	0.8724
ETS2	IPPK	ETS2	IPPK	0.1903	-0.0091	-0.0092	-0.0064	0.9098
ETS2	LIMS2	ETS2	LIMS2	0.1962	-0.0130	-0.0130	-0.0117	0.8724
ETS2	MPST	ETS2	MPST	0.2128	-0.0130	-0.0130	-0.0132	0.8724
ETS2	PINK1	ETS2	PINK1	0.1819	-0.0091	-0.0092	-0.0062	0.9098
ETS2	PRKAG1	ETS2	PRKAG1	0.1641	-0.0384	-0.0385	-0.1064	0.6344
ETS2	PSMB4	ETS2	PSMB4	0.1889	0.3744	0.3835	0.9316	0.0000
ETS2	RALGAPA2	ETS2	RALGAPA2	0.1741	-0.0091	-0.0092	-0.0074	0.9098
ETS2	RHBDF2	ETS2	RHBDF2	0.1838	-0.0091	-0.0092	-0.0073	0.9098
ETS2	SYMPK	ETS2	SYMPK	0.1755	-0.0185	-0.0185	-0.0261	0.8191
FLYWCH1	ARHGAP18	FLYWCH1	ARHGAP18	0.1753	-0.0092	-0.0092	-0.0071	0.9097
FLYWCH1	BOD1	FLYWCH1	BOD1	0.1657	-0.0281	-0.0282	-0.0596	0.7273
FLYWCH1	EPB41	FLYWCH1	EPB41	0.1955	-0.0311	-0.0314	-0.0779	0.7000
FLYWCH1	FAM229B	FLYWCH1	FAM229B	0.1748	-0.0092	-0.0092	-0.0072	0.9097
FLYWCH1	GEMIN2	FLYWCH1	GEMIN2	0.1580	-0.0092	-0.0092	-0.0067	0.9097
FLYWCH1	GSK3B	FLYWCH1	GSK3B	0.1764	-0.0159	-0.0160	-0.0197	0.8436
FLYWCH1	LRCH3	FLYWCH1	LRCH3	0.1833	-0.0092	-0.0092	-0.0069	0.9097
FLYWCH1	NCF1	FLYWCH1	NCF1	0.1812	0.1885	0.1896	0.4426	0.0184
FLYWCH1	NCR3	FLYWCH1	NCR3	0.1589	-0.0281	-0.0282	-0.0613	0.7273
FLYWCH1	NRAS	FLYWCH1	NRAS	0.1807	-0.0159	-0.0160	-0.0204	0.8439
FLYWCH1	PYCARD	FLYWCH1	PYCARD	0.1816	-0.0410	-0.0411	-0.1227	0.6116
FLYWCH1	SDPR	FLYWCH1	SDPR	0.1722	-0.0092	-0.0092	-0.0070	0.9097
FLYWCH1	SFSWAP	FLYWCH1	SFSWAP	0.1655	-0.0228	-0.0228	-0.0405	0.7777
FLYWCH1	SHMT1	FLYWCH1	SHMT1	0.1811	-0.0092	-0.0092	-0.0068	0.9097
FLYWCH1	TYK2	FLYWCH1	TYK2	0.1980	-0.0160	-0.0160	-0.0198	0.8433
FLYWCH1	VAC14	FLYWCH1	VAC14	0.1512	-0.0185	-0.0185	-0.0271	0.8192
FLYWCH1	WDR3	FLYWCH1	WDR3	0.1843	-0.0185	-0.0185	-0.0282	0.8190
FLYWCH1	ZRANB1	FLYWCH1	ZRANB1	0.2004	-0.0092	-0.0092	-0.0078	0.9097
FOS	ALOX5AP	FOS	ALOX5AP	0.1669	-0.1750	-0.1782	-0.1393	0.0289
FOS	DNAJC21	FOS	DNAJC21	0.1864	0.0011	0.0000	0.0004	0.9890
FOS	DUSP1	FOS	DUSP1	0.1721	0.2951	0.2979	0.3282	0.0002
FOS	EGR1	FOS	EGR1	0.1817	0.0601	0.0533	0.0154	0.4558
FOS	EPHB6	FOS	EPHB6	0.1883	0.1845	0.1843	0.1044	0.0211
FOS	GGA1	FOS	GGA1	0.1866	0.0364	0.0336	0.0215	0.6519
FOS	GPX1	FOS	GPX1	0.2171	-0.1657	-0.1729	-0.1652	0.0388
FOS	GRN	FOS	GRN	0.1866	0.0244	0.0177	0.0076	0.7626
FOS	IFT43	FOS	IFT43	0.1728	-0.0884	-0.0878	-0.0317	0.2727
FOS	IPO5	FOS	IPO5	0.2047	0.0512	0.0567	0.0143	0.5256
FOS	IRF7	FOS	IRF7	0.1643	0.1475	0.1519	0.0877	0.0662
FOS	JUN	FOS	JUN	0.1872	0.2029	0.2001	0.2580	0.0111
FOS	KLHDC10	FOS	KLHDC10	0.1606	-0.0621	-0.0617	-0.0161	0.4413
FOS	KLRD1	FOS	KLRD1	0.2016	-0.0763	-0.0758	-0.0236	0.3438
FOS	LDHB	FOS	LDHB	0.2050	0.1357	0.1799	0.1252	0.0911
FOS	MS4A7	FOS	MS4A7	0.1670	0.1637	0.1752	0.0290	0.0411
FOS	PHF5A	FOS	PHF5A	0.1784	-0.1087	-0.1083	-0.0490	0.1770
FOS	POP4	FOS	POP4	0.2009	-0.1179	-0.1173	-0.0556	0.1426
FOS	POP7	FOS	POP7	0.1670	-0.1086	-0.1083	-0.0487	0.1774
FOS	PPIF	FOS	PPIF	0.1982	-0.0438	-0.0435	-0.0076	0.5874
FOS	SMCO4	FOS	SMCO4	0.1682	-0.0881	-0.0878	-0.0320	0.2743
FOS	SPAG16	FOS	SPAG16	0.1765	0.1280	0.1148	0.0218	0.1113
FOS	TNFSF10	FOS	TNFSF10	0.1695	0.0851	0.0839	0.0406	0.2906
FOS	USP42	FOS	USP42	0.1646	0.1300	0.1172	0.0224	0.1059
FOS	ZNF593	FOS	ZNF593	0.2001	-0.0006	-0.0048	-0.0002	0.9938
FOSB	C9orf37	FOSB	C9orf37	0.2097	0.1365	0.1677	0.1138	0.0893
FOSB	CD81	FOSB	CD81	0.1943	-0.0160	-0.0161	-0.0056	0.8428
FOSB	CD8B	FOSB	CD8B	0.1956	0.0053	0.0177	0.0149	0.9472
FOSB	CISH	FOSB	CISH	0.1959	0.1295	0.1249	0.1343	0.1070
FOSB	CUL5	FOSB	CUL5	0.1845	-0.0323	-0.0324	-0.0255	0.6891
FOSB	EFCAB14	FOSB	EFCAB14	0.1678	-0.0160	-0.0161	-0.0063	0.8428
FOSB	FAM101B	FOSB	FAM101B	0.1820	-0.0395	-0.0400	-0.0415	0.6242
FOSB	GSTP1	FOSB	GSTP1	0.1639	-0.0268	-0.0189	-0.0593	0.7401
FOSB	HCG18	FOSB	HCG18	0.2131	-0.0362	-0.0364	-0.0331	0.6533
FOSB	HIST1H2AC	FOSB	HIST1H2AC	0.1721	-0.0227	-0.0228	-0.0129	0.7784
FOSB	INPP1	FOSB	INPP1	0.2100	-0.0160	-0.0161	-0.0068	0.8428
FOSB	JUND	FOSB	JUND	0.1731	-0.0361	-0.0364	-0.0327	0.6542
FOSB	NBAS	FOSB	NBAS	0.2014	-0.0160	-0.0161	-0.0068	0.8428
FOSB	NFYB	FOSB	NFYB	0.1643	-0.0316	-0.0324	-0.0287	0.6951
FOSB	NSG1	FOSB	NSG1	0.1724	-0.0323	-0.0324	-0.0252	0.6887
FOSB	PRR3	FOSB	PRR3	0.1586	-0.0160	-0.0161	-0.0065	0.8428
FOSB	RANBP6	FOSB	RANBP6	0.1841	-0.0160	-0.0161	-0.0065	0.8428
FOSB	SLU7	FOSB	SLU7	0.1918	0.0312	0.0338	0.0489	0.6991
FOSB	SMC6	FOSB	SMC6	0.1861	-0.0227	-0.0228	-0.0125	0.7786
FOSB	SMIM12	FOSB	SMIM12	0.1995	-0.0622	-0.0627	-0.0920	0.4405
FOSB	SPON2	FOSB	SPON2	0.2063	-0.0278	-0.0280	-0.0194	0.7309
FOSB	SYNGR1	FOSB	SYNGR1	0.1711	-0.0279	-0.0280	-0.0190	0.7295
FOSB	TMEM205	FOSB	TMEM205	0.2038	0.3913	0.3820	0.4749	0.0000
FOSB	TRPT1	FOSB	TRPT1	0.1640	0.0382	0.0449	0.0577	0.6359
FOSB	TSPYL4	FOSB	TSPYL4	0.1707	-0.0160	-0.0161	-0.0062	0.8428
GFI1	APPL2	GFI1	APPL2	0.1841	-0.0092	-0.0092	-0.0134	0.9097
GFI1	BAG5	GFI1	BAG5	0.1747	-0.0112	-0.0112	-0.0214	0.8896
GFI1	CACNA2D4	GFI1	CACNA2D4	0.1608	-0.0146	-0.0146	-0.0331	0.8565
GFI1	CNPY4	GFI1	CNPY4	0.1743	-0.0091	-0.0092	-0.0145	0.9099
GFI1	ELMO2	GFI1	ELMO2	0.1870	-0.0092	-0.0092	-0.0140	0.9097
GFI1	KHNYN	GFI1	KHNYN	0.1759	-0.0146	-0.0146	-0.0358	0.8566
GFI1	LRIF1	GFI1	LRIF1	0.1999	-0.0112	-0.0112	-0.0215	0.8892
GFI1	MEGF9	GFI1	MEGF9	0.1676	-0.0091	-0.0092	-0.0139	0.9098
GFI1	MTR	GFI1	MTR	0.1816	-0.0065	-0.0065	-0.0073	0.9363
GFI1	PAPOLG	GFI1	PAPOLG	0.1962	-0.0065	-0.0065	-0.0069	0.9363
GFI1	PGPEP1	GFI1	PGPEP1	0.1908	-0.0092	-0.0092	-0.0133	0.9097
GFI1	SPIDR	GFI1	SPIDR	0.1796	-0.0091	-0.0092	-0.0160	0.9103
GTF2I	AHNAK	GTF2I	AHNAK	0.1779	-0.0130	-0.0130	-0.0131	0.8724
GTF2I	ARID5A	GTF2I	ARID5A	0.1891	-0.0356	-0.0357	-0.0947	0.6591
GTF2I	CD151	GTF2I	CD151	0.1635	-0.0091	-0.0092	-0.0067	0.9099
GTF2I	IGFBP7	GTF2I	IGFBP7	0.1912	-0.0091	-0.0092	-0.0062	0.9099
GTF2I	IL11RA	GTF2I	IL11RA	0.2031	-0.0091	-0.0092	-0.0075	0.9099
GTF2I	NIPBL	GTF2I	NIPBL	0.1479	-0.0207	-0.0207	-0.0323	0.7977
GTF2I	ORC5	GTF2I	ORC5	0.1691	-0.0159	-0.0160	-0.0218	0.8440
GTF2I	SERPINB6	GTF2I	SERPINB6	0.1805	0.1217	0.1374	0.3411	0.1301
GTF2I	TRPM7	GTF2I	TRPM7	0.1673	-0.0129	-0.0130	-0.0140	0.8728
GTF2I	TRRAP	GTF2I	TRRAP	0.2047	-0.0091	-0.0092	-0.0063	0.9099
GTF2I	ZNF683	GTF2I	ZNF683	0.1808	-0.0091	-0.0092	-0.0067	0.9099
GTF2I	ZSCAN21	GTF2I	ZSCAN21	0.1661	-0.0091	-0.0092	-0.0067	0.9099
HMGB2	CDKN2C	HMGB2	CDKN2C	0.1774	-0.0366	-0.0365	-0.0077	0.6502
HMGB2	CSF3R	HMGB2	CSF3R	0.1951	-0.0366	-0.0365	-0.0075	0.6502
HMGB2	DUSP2	HMGB2	DUSP2	0.1776	-0.0803	-0.0804	-0.0784	0.3189
HMGB2	DYNLT1	HMGB2	DYNLT1	0.1718	-0.0498	-0.0516	-0.0336	0.5368
HMGB2	GADD45A	HMGB2	GADD45A	0.1662	-0.0366	-0.0365	-0.0068	0.6502
HMGB2	INPPL1	HMGB2	INPPL1	0.1691	-0.0366	-0.0365	-0.0075	0.6502
HMGB2	MACROD1	HMGB2	MACROD1	0.1709	-0.0635	-0.0637	-0.0240	0.4309
HMGB2	NRM	HMGB2	NRM	0.1666	-0.0366	-0.0365	-0.0073	0.6502
HMGB2	PACS1	HMGB2	PACS1	0.1951	0.0568	0.0589	0.0205	0.4811
HMGB2	PRPF4	HMGB2	PRPF4	0.2101	0.0352	0.0362	0.0140	0.6630
HMGB2	RMND5A	HMGB2	RMND5A	0.1667	0.2368	0.2306	0.0931	0.0029
HMGB2	SEPHS1	HMGB2	SEPHS1	0.1516	-0.0517	-0.0518	-0.0169	0.5213
HMGB2	SLC16A3	HMGB2	SLC16A3	0.1808	-0.0366	-0.0365	-0.0069	0.6502
HMGB2	TCF20	HMGB2	TCF20	0.1720	-0.0519	-0.0518	-0.0150	0.5198
HMGB2	ZHX1	HMGB2	ZHX1	0.1934	-0.0366	-0.0365	-0.0074	0.6502
HOPX	ABCA7	HOPX	ABCA7	0.1788	-0.0129	-0.0130	-0.0058	0.8730
HOPX	AOAH	HOPX	AOAH	0.2074	-0.0129	-0.0130	-0.0054	0.8730
HOPX	AP001816.1	HOPX	AP001816.1	0.1722	-0.0129	-0.0130	-0.0060	0.8730
HOPX	C1orf35	HOPX	C1orf35	0.1701	-0.0482	-0.0488	-0.0751	0.5503
HOPX	CRAT	HOPX	CRAT	0.1912	-0.0183	-0.0185	-0.0107	0.8206
HOPX	CTSF	HOPX	CTSF	0.2039	-0.0129	-0.0130	-0.0053	0.8730
HOPX	DOHH	HOPX	DOHH	0.1732	-0.0259	-0.0263	-0.0226	0.7485
HOPX	FAM221A	HOPX	FAM221A	0.1864	-0.0129	-0.0130	-0.0052	0.8730
HOPX	FBXL12	HOPX	FBXL12	0.1889	-0.0183	-0.0185	-0.0111	0.8208
HOPX	FHL3	HOPX	FHL3	0.1807	-0.0260	-0.0263	-0.0224	0.7473
HOPX	GNGT2	HOPX	GNGT2	0.1855	-0.0129	-0.0130	-0.0053	0.8730
HOPX	LGALS3	HOPX	LGALS3	0.1798	-0.0129	-0.0130	-0.0057	0.8730
HOPX	LST1	HOPX	LST1	0.1800	-0.0442	-0.0446	-0.0605	0.5842
HOPX	MS4A7	HOPX	MS4A7	0.1875	-0.0129	-0.0130	-0.0055	0.8730
HOPX	NDUFAF7	HOPX	NDUFAF7	0.1722	-0.0260	-0.0263	-0.0230	0.7473
HOPX	NRL	HOPX	NRL	0.1651	-0.0129	-0.0130	-0.0052	0.8730
HOPX	TANGO6	HOPX	TANGO6	0.1704	-0.0183	-0.0185	-0.0114	0.8206
HOPX	TAZ	HOPX	TAZ	0.1948	-0.0347	-0.0351	-0.0403	0.6671
HOPX	TLE3	HOPX	TLE3	0.1689	-0.0183	-0.0185	-0.0107	0.8208
HOPX	TMEM8A	HOPX	TMEM8A	0.1700	-0.0292	-0.0295	-0.0275	0.7175
HOPX	WNT10A	HOPX	WNT10A	0.1802	-0.0129	-0.0130	-0.0057	0.8730
ID1	APPL2	ID1	APPL2	0.1978	-0.0092	-0.0092	-0.0126	0.9097
ID1	COTL1	ID1	COTL1	0.1813	0.1694	0.1771	0.9332	0.0345
ID1	DIP2B	ID1	DIP2B	0.2160	-0.0065	-0.0065	-0.0060	0.9363
ID1	EAF2	ID1	EAF2	0.1656	-0.0065	-0.0065	-0.0061	0.9363
ID1	NADSYN1	ID1	NADSYN1	0.1767	-0.0091	-0.0092	-0.0138	0.9100
ID1	NEIL1	ID1	NEIL1	0.1750	-0.0065	-0.0065	-0.0064	0.9363
ID1	SMIM12	ID1	SMIM12	0.1795	-0.0251	-0.0252	-0.0927	0.7560
ID1	USP9X	ID1	USP9X	0.1885	-0.0092	-0.0092	-0.0127	0.9097
ID1	ZNF277	ID1	ZNF277	0.1826	-0.0146	-0.0146	-0.0352	0.8567
ID1	ZNF480	ID1	ZNF480	0.1947	-0.0146	-0.0146	-0.0321	0.8565
ID3	ADAR	ID3	ADAR	0.1627	0.0927	0.0950	0.0743	0.2499
ID3	AGL	ID3	AGL	0.1724	-0.0371	-0.0371	-0.0142	0.6461
ID3	ANKRD11	ID3	ANKRD11	0.1962	0.1184	0.1206	0.0567	0.1410
ID3	CD14	ID3	CD14	0.1951	-0.0261	-0.0262	-0.0067	0.7462
ID3	ELF4	ID3	ELF4	0.1608	-0.0261	-0.0262	-0.0074	0.7462
ID3	ELL	ID3	ELL	0.1643	0.1618	0.1621	0.0608	0.0437
ID3	FAM178A	ID3	FAM178A	0.1590	-0.0261	-0.0262	-0.0073	0.7462
ID3	FCER1G	ID3	FCER1G	0.1876	-0.0704	-0.0706	-0.0493	0.3827
ID3	NCR3	ID3	NCR3	0.1719	0.0133	0.0149	0.0106	0.8693
ID3	PRF1	ID3	PRF1	0.1977	-0.0522	-0.0528	-0.0284	0.5178
ID3	R3HDM2	ID3	R3HDM2	0.2024	0.1161	0.1185	0.0538	0.1491
ID3	SOX4	ID3	SOX4	0.1731	-0.0261	-0.0262	-0.0071	0.7462
ID3	STXBP2	ID3	STXBP2	0.1711	-0.0894	-0.0896	-0.0798	0.2670
ID3	TRIM25	ID3	TRIM25	0.1791	-0.0261	-0.0262	-0.0070	0.7462
ID3	TRPT1	ID3	TRPT1	0.1982	-0.1018	-0.1021	-0.1018	0.2062
ID3	TSGA10	ID3	TSGA10	0.1738	-0.0261	-0.0262	-0.0074	0.7462
IFI16	IL15RA	IFI16	IL15RA	0.1779	-0.0130	-0.0130	-0.0126	0.8724
IFI16	IRF7	IFI16	IRF7	0.1946	-0.0313	-0.0314	-0.0720	0.6978
IFI16	KIF3A	IFI16	KIF3A	0.1613	-0.0184	-0.0185	-0.0262	0.8193
IFI16	MACROD1	IFI16	MACROD1	0.1775	-0.0159	-0.0160	-0.0206	0.8440
IFI16	MBD3	IFI16	MBD3	0.2222	-0.0092	-0.0092	-0.0066	0.9097
IFI16	METTL25	IFI16	METTL25	0.1756	-0.0092	-0.0092	-0.0064	0.9097
IFI16	NEAT1	IFI16	NEAT1	0.1953	-0.0328	-0.0329	-0.0776	0.6842
IFI16	PARP4	IFI16	PARP4	0.1626	-0.0092	-0.0092	-0.0057	0.9097
IFI16	PEX11B	IFI16	PEX11B	0.2049	-0.0092	-0.0092	-0.0066	0.9097
IFI16	PGM1	IFI16	PGM1	0.1902	-0.0159	-0.0160	-0.0191	0.8433
IFI16	PRF1	IFI16	PRF1	0.1794	-0.0183	-0.0185	-0.0258	0.8208
IFI16	QKI	IFI16	QKI	0.2013	-0.0092	-0.0092	-0.0064	0.9097
IFI16	R3HDM2	IFI16	R3HDM2	0.1802	-0.0159	-0.0160	-0.0191	0.8435
IFI16	STAT3	IFI16	STAT3	0.1617	-0.0328	-0.0329	-0.0754	0.6840
IFI16	USP22	IFI16	USP22	0.1979	-0.0130	-0.0130	-0.0122	0.8722
IFI16	ZNF384	IFI16	ZNF384	0.1736	-0.0129	-0.0130	-0.0128	0.8728
IRF3	APPL2	IRF3	APPL2	0.1663	0.1550	0.1598	0.0608	0.0533
IRF3	C9orf89	IRF3	C9orf89	0.1686	0.0068	0.0075	0.0062	0.9328
IRF3	CARS	IRF3	CARS	0.1743	0.2067	0.1950	0.1971	0.0096
IRF3	ERGIC1	IRF3	ERGIC1	0.1677	-0.0422	-0.0422	-0.0206	0.6013
IRF3	GLT8D1	IRF3	GLT8D1	0.1848	-0.0648	-0.0652	-0.0494	0.4214
IRF3	MLXIP	IRF3	MLXIP	0.1598	-0.0546	-0.0548	-0.0342	0.4986
IRF3	MSL3	IRF3	MSL3	0.1856	-0.0487	-0.0488	-0.0291	0.5456
IRF3	NOTCH1	IRF3	NOTCH1	0.1673	-0.0242	-0.0242	-0.0064	0.7644
IRF3	WDR70	IRF3	WDR70	0.1763	-0.0488	-0.0488	-0.0281	0.5450
IRF3	WSB1	IRF3	WSB1	0.1652	-0.0744	-0.0745	-0.0633	0.3561
IRF7	BTN2A2	IRF7	BTN2A2	0.1827	-0.0385	-0.0385	-0.0203	0.6336
IRF7	CALHM2	IRF7	CALHM2	0.2038	-0.0385	-0.0385	-0.0198	0.6334
IRF7	CITED2	IRF7	CITED2	0.1909	0.1348	0.1284	0.1899	0.0935
IRF7	CXorf56	IRF7	CXorf56	0.1648	-0.0382	-0.0385	-0.0212	0.6363
IRF7	FOS	IRF7	FOS	0.1643	0.1475	0.1519	0.2479	0.0662
IRF7	GIGYF2	IRF7	GIGYF2	0.1834	-0.0446	-0.0446	-0.0245	0.5806
IRF7	HTT	IRF7	HTT	0.1891	-0.0313	-0.0314	-0.0126	0.6978
IRF7	IFI16	IRF7	IFI16	0.1946	-0.0313	-0.0314	-0.0136	0.6978
IRF7	LCORL	IRF7	LCORL	0.1835	-0.0313	-0.0314	-0.0147	0.6981
IRF7	NEAT1	IRF7	NEAT1	0.2001	0.1158	0.1143	0.1192	0.1499
IRF7	NGFRAP1	IRF7	NGFRAP1	0.1741	-0.0693	-0.0691	-0.1068	0.3897
IRF7	P2RX5	IRF7	P2RX5	0.1759	-0.0221	-0.0221	-0.0070	0.7843
IRF7	PTRH1	IRF7	PTRH1	0.1753	-0.0549	-0.0550	-0.0395	0.4958
IRF7	SLC31A2	IRF7	SLC31A2	0.1637	-0.0313	-0.0314	-0.0133	0.6981
IRF7	STAT3	IRF7	STAT3	0.1953	0.0979	0.0999	0.0979	0.2238
IRF7	TBXAS1	IRF7	TBXAS1	0.1917	-0.0221	-0.0221	-0.0066	0.7843
IRF7	ZNF708	IRF7	ZNF708	0.2045	0.0837	0.0847	0.0575	0.2989
JUN	AP001816.1	JUN	AP001816.1	0.1660	-0.0886	-0.0812	-0.0135	0.2712
JUN	ATF1	JUN	ATF1	0.1654	-0.1718	-0.1655	-0.0811	0.0320
JUN	CCR7	JUN	CCR7	0.1973	-0.0698	-0.1132	-0.0659	0.3869
JUN	CD7	JUN	CD7	0.2068	0.0990	0.0153	0.0856	0.2188
JUN	DUSP1	JUN	DUSP1	0.1878	0.2385	0.2557	0.2086	0.0027
JUN	FOS	JUN	FOS	0.1872	0.2029	0.2001	0.1596	0.0111
JUN	HIST1H1C	JUN	HIST1H1C	0.1880	0.2058	0.2303	0.1112	0.0100
JUN	KLHL12	JUN	KLHL12	0.2008	0.0605	0.0476	0.0090	0.4529
JUN	LDHB	JUN	LDHB	0.1823	-0.0008	-0.0088	-0.0006	0.9923
JUN	MORF4L2	JUN	MORF4L2	0.1623	0.0594	0.0103	0.0305	0.4615
JUN	MYO9A	JUN	MYO9A	0.1990	-0.0851	-0.1019	-0.0211	0.2910
JUN	NR4A2	JUN	NR4A2	0.1726	-0.1258	-0.1152	-0.0270	0.1178
JUN	PSMB4	JUN	PSMB4	0.1695	-0.0363	-0.0039	-0.0179	0.6528
JUN	SYNE2	JUN	SYNE2	0.1994	0.0464	0.0411	0.0162	0.5653
JUN	TFB1M	JUN	TFB1M	0.1875	-0.1021	-0.0931	-0.0372	0.2048
JUN	TLN1	JUN	TLN1	0.1673	-0.0789	-0.0858	-0.0206	0.3276
JUND	C9orf114	JUND	C9orf114	0.2011	0.1641	0.1934	0.1547	0.0407
JUND	CHI3L2	JUND	CHI3L2	0.1860	0.1471	0.1211	0.2046	0.0670
JUND	DAXX	JUND	DAXX	0.1709	-0.0419	-0.0423	-0.0545	0.6039
JUND	FCGRT	JUND	FCGRT	0.2000	0.0637	0.0510	0.1277	0.4297
JUND	FOSB	JUND	FOSB	0.1731	-0.0361	-0.0364	-0.0399	0.6542
JUND	HERC5	JUND	HERC5	0.1952	-0.0146	-0.0146	-0.0061	0.8568
JUND	IFI27L1	JUND	IFI27L1	0.1576	-0.0207	-0.0207	-0.0131	0.7980
JUND	IFITM2	JUND	IFITM2	0.1828	0.0510	0.0954	0.1561	0.5269
JUND	LARP4	JUND	LARP4	0.1729	-0.0146	-0.0146	-0.0064	0.8568
JUND	PML	JUND	PML	0.1871	0.2669	0.2924	0.1599	0.0008
JUND	SPAG9	JUND	SPAG9	0.1837	-0.0205	-0.0207	-0.0138	0.7994
JUND	TMEM8A	JUND	TMEM8A	0.1792	-0.0330	-0.0331	-0.0322	0.6828
JUND	UBE2E2	JUND	UBE2E2	0.1896	-0.0253	-0.0255	-0.0196	0.7539
MAFG	BCS1L	MAFG	BCS1L	0.1862	-0.0112	-0.0112	-0.0217	0.8896
MAFG	CD9	MAFG	CD9	0.1686	-0.0065	-0.0065	-0.0070	0.9363
MAFG	DGCR6	MAFG	DGCR6	0.1764	-0.0112	-0.0112	-0.0199	0.8892
MAFG	FHL3	MAFG	FHL3	0.2112	-0.0130	-0.0130	-0.0282	0.8720
MAFG	IFI44L	MAFG	IFI44L	0.1606	-0.0065	-0.0065	-0.0082	0.9363
MAFG	KRIT1	MAFG	KRIT1	0.1865	-0.0112	-0.0112	-0.0228	0.8896
MAFG	LRIF1	MAFG	LRIF1	0.1768	-0.0112	-0.0112	-0.0216	0.8892
MAFG	MECP2	MAFG	MECP2	0.1847	-0.0174	-0.0174	-0.0535	0.8295
MAFG	N6AMT2	MAFG	N6AMT2	0.1629	-0.0091	-0.0092	-0.0141	0.9097
MAFG	NADSYN1	MAFG	NADSYN1	0.1891	-0.0091	-0.0092	-0.0148	0.9100
MAFG	PRKAG1	MAFG	PRKAG1	0.1840	-0.0271	-0.0271	-0.1140	0.7373
MAFG	RAB10	MAFG	RAB10	0.1625	-0.0186	-0.0187	-0.0559	0.8173
MAFG	ROCK1	MAFG	ROCK1	0.1801	-0.0231	-0.0232	-0.0865	0.7746
MAFG	SH3BP5	MAFG	SH3BP5	0.1840	-0.0174	-0.0174	-0.0494	0.8295
MAFG	THAP8	MAFG	THAP8	0.1761	-0.0065	-0.0065	-0.0082	0.9363
MAFG	TUG1	MAFG	TUG1	0.1531	-0.0065	-0.0065	-0.0074	0.9363
MAFG	VPS33B	MAFG	VPS33B	0.1684	-0.0092	-0.0092	-0.0133	0.9097
MAFG	YPEL1	MAFG	YPEL1	0.1826	-0.0065	-0.0065	-0.0071	0.9363
MAFG	ZNF317	MAFG	ZNF317	0.1770	-0.0112	-0.0112	-0.0205	0.8892
MAFG	ZNF691	MAFG	ZNF691	0.1729	-0.0065	-0.0065	-0.0069	0.9363
MAX	ANKIB1	MAX	ANKIB1	0.1749	-0.0307	-0.0307	-0.0068	0.7033
MAX	ARID5B	MAX	ARID5B	0.1720	-0.0829	-0.0828	-0.0496	0.3038
MAX	CTSF	MAX	CTSF	0.2001	-0.0307	-0.0307	-0.0066	0.7033
MAX	CXorf38	MAX	CXorf38	0.1974	-0.0763	-0.0764	-0.0437	0.3437
MAX	DIAPH1	MAX	DIAPH1	0.1908	-0.0116	-0.0121	-0.0078	0.8853
MAX	EXOC1	MAX	EXOC1	0.1997	-0.0436	-0.0436	-0.0152	0.5892
MAX	FAM26F	MAX	FAM26F	0.1653	0.2099	0.2195	0.0502	0.0085
MAX	GCSAM	MAX	GCSAM	0.1870	0.0260	0.0242	0.0141	0.7473
MAX	HIST1H2AC	MAX	HIST1H2AC	0.1754	0.1217	0.1154	0.0390	0.1301
MAX	LDHB	MAX	LDHB	0.1710	0.0514	0.0888	0.0603	0.5242
MAX	LDLRAD4	MAX	LDLRAD4	0.2017	-0.0436	-0.0436	-0.0148	0.5888
MAX	NDRG1	MAX	NDRG1	0.1792	-0.0536	-0.0535	-0.0204	0.5065
MAX	PSMB4	MAX	PSMB4	0.1908	0.1145	0.1206	0.0913	0.1545
MAX	PTPN7	MAX	PTPN7	0.1864	-0.0823	-0.0828	-0.0507	0.3071
MAX	RHOC	MAX	RHOC	0.1680	-0.0307	-0.0307	-0.0071	0.7033
MAX	SBNO1	MAX	SBNO1	0.1956	-0.0764	-0.0764	-0.0424	0.3434
MAX	SMKR1	MAX	SMKR1	0.1841	-0.0307	-0.0307	-0.0089	0.7033
MAX	UBE2E2	MAX	UBE2E2	0.1735	-0.0534	-0.0535	-0.0211	0.5080
MAX	USP28	MAX	USP28	0.1739	-0.0307	-0.0307	-0.0064	0.7033
MAX	ZNF92	MAX	ZNF92	0.1676	0.0388	0.0410	0.0204	0.6302
MAX	ZSCAN21	MAX	ZSCAN21	0.1695	-0.0307	-0.0307	-0.0072	0.7033
MECP2	GRHPR	MECP2	GRHPR	0.1904	-0.0595	-0.0596	-0.0676	0.4608
MECP2	HTT	MECP2	HTT	0.2095	-0.0247	-0.0247	-0.0115	0.7600
MECP2	MAFG	MECP2	MAFG	0.1847	-0.0174	-0.0174	-0.0056	0.8295
MECP2	MTG2	MECP2	MTG2	0.1640	-0.0303	-0.0303	-0.0190	0.7077
MECP2	MTMR9	MECP2	MTMR9	0.2005	-0.0174	-0.0174	-0.0067	0.8295
MECP2	MYSM1	MECP2	MYSM1	0.1808	-0.0246	-0.0247	-0.0124	0.7602
MECP2	PIK3C3	MECP2	PIK3C3	0.1838	-0.0303	-0.0303	-0.0180	0.7075
MECP2	TSPO	MECP2	TSPO	0.1783	-0.1180	-0.1173	-0.2309	0.1423
